translated_data
sentences,translated
いざ、諫早へ。新しいところに行こう。 (@ 鹿児島駅) [URL],Let's go to Isahaya. Let's go to a new place. (@ Kagoshima Station) [URL]
道の駅ふらっとなう。イワガキが去年より値上がりしてるけど、うまうま！ [URL],"Road Station Flutter Now. The price of Iwagaki (rock oyster) has increased compared to last year, but it's delicious! [URL]"
沼津駅前の献血ルームエイブルで血を抜いてもらおう( ´ ▽ ` )ﾉ,"Let's have blood drawn at the blood donation room, Able, in front of Numazu Station! ( ´ ▽ ` )ﾉ"
マーロウプリン 久しぶりに食べる。 二日酔いになったら 食欲もどった。,"Marlow pudding. It's been a while since I've had it. After getting hungover, my appetite has returned."
氣志團のdiving with My carサイコー！昔の気持ちを思い出す！！今夜は～ずっと何も語らず～,"Diving with My car by Kishidan is awesome! It brings back memories of the past!! Tonight, without saying anything, forever~"
日立市の花火大会の日程確認。 8/6(土)河原子、豊浦、8/14(日)おおせ夏祭り。 海岸線は渋滞回避せな…,"Confirming the schedule for the fireworks festival in Hitachi City. On 8/6 (Saturday), Kawaragoi and Toyora, and on 8/14 (Sunday), Oose Summer Festival. Let's avoid the traffic jams on the coastline..."
家族のカットは、ここにお任せです。 @ 美容室トムソーヤに画像つきタッチ！ [URL],Leave your family's cut to us here. @ Get in touch with Tom Sawyer Beauty Salon with attached images! [URL]
[USER] もぉねぇ、若くてかわいい娘なら「アラアラ…」くらいですむけど、さすがにオバサンのは見たくなかったです(;´∀`)･･･。明日はお祭りなんですね！少しは風が弱まると良いですね～(*^∀^)),"[Assistant] Well, when it comes to young and cute girls, a simple ""Oh my..."" is enough, but I definitely didn't want to see that from an old lady (;´∀`)... Tomorrow is the festival, right? It would be nice if the wind calms down a bit～(*^∀^))"
[USER] よくないわ 。・°°・(＞_＜)・°°・。さむ い。,[ASSISTANT] It's not good. ・°°・(＞_＜)・°°・。It's cold.
iPhoneでTwitterしてると気付いたら電池が…(´･_･`),I noticed that my iPhone's battery drains quickly while I'm using Twitter... (´･_･`)
せんと君が帰りを待っててくれた～ 無事、奈良に帰ってこれたよ。,"Sentou, you waited for me to come back~ I safely made it back to Nara."
これから最後のHR。といっても、担任ぢゃないし…ってことで行かない。（笑）,"The last HR session starts now. Well, I'm not the homeroom teacher, so I don't have to go... (laughs)"
[USER] [USER] ただいまー＼(^o^)／すしパはどーやった？♡♡,[USER] [USER] I'm back! How did the sushi party go? ♡♡
もう夏終わって、学校始まるっていうのにgogosummer聞いちゃってる・・,"Even though summer is already over and school is starting, I'm still listening to ""gogosummer""..."
[USER] 掛け布団持って来て寝てよし。 ただ、朝に口渇と脱力感で目が覚めること必至。,"[USER] Bring me a comforter and let me sleep. However, it's inevitable to wake up in the morning with a dry mouth and a sense of fatigue."
大宮競輪で皆に余計な心配させてすまんです。チケットは売れてないみたいだけど競輪オヤジは侮れず、ゴメンチャイチャイ、チャイニーズ！,"I'm sorry for making everyone worried at the Omiya Keirin. It seems like the tickets are not selling well, but never underestimate the keirin enthusiasts. Sorry for the chaos, cheers!"
[USER] もうそこ受かったら遊びまくれるやん＼(^o^)／,"[Assistant] Once you pass there, you can have a blast playing, right? ＼(^o^)／"
ズームにしないでこのきょり！てか場所よすぎでしょ…選手がだれもわからん笑 6回表にまにあった。,"Don't zoom in on this distance! Seriously, the location is too far... I can't recognize any of the players, lol. We caught up in the top of the 6th inning."
寝起きのジンジャーミルクティー。  @ タリーズコーヒー 神戸岡本店 [URL],Ginger milk tea to start the day. @ Tully's Coffee Kobe Okamoto store [URL]
眼鏡って安くなってるんですね。新調します。 (@ 眼鏡市場 武蔵小山パルム店) [URL],"Glasses have become cheaper, haven't they? I'm going to get a new pair. (@ Glasses Market Musashi-Koyama Palm Store) [URL]"
このパーカー、黒もあったしめちゃくちゃいいなと思ったら裏にでかでかとプリントがあったww [URL],"Translation: 

This hoodie, not only did it come in black but it also had a huge print on the back, which I thought was really cool lol [URL]"
心斎橋のBURGER KINGにはこんなにもハイテクな機会が備えつけられています！ [URL],Burger King in Shinsaibashi is equipped with such advanced technology! [URL]
[USER] classicするー♞容量一番大きいぽい♖見た目大事…全てにおいてかもー☞,"[USER] I will go for the classic look ♞ It seems to have the largest capacity ♖ Appearance is important in everything, maybe in all aspects ☞"
配達ついでにサボってみたwww (@ セブンイレブン 下連雀7丁目店) [URL],"I skipped work while making a delivery, lol (@ Seven-Eleven Shimodetuzi 7-chome Store) [URL]"
二回目なう。(^3^)/ (@ グリーンカイロプラクティック) [URL],Now on the second time. (^3^)/ (@ Green Chiropractic) [URL]
サザエさん見るとなんで 憂鬱になるんだろう あっ、明日学校だからか てか、学校行かなくていいのにオレ…,"Why does watching Sazae-san make me feel depressed? Oh, is it because I have school tomorrow? But wait, I don't have to go to school..."
Twitterへの出現度は低いですが時々ツイートしてますので覗いてやって下さいw,"The frequency of my appearances on Twitter is low, but I occasionally tweet, so please take a peek at it. lol"
福島～！10分くらい停まる言うから駅外出て(-.-)y-~~戻ったら電車居なかったら笑うぞ福島！,"Fukushima~! They said we'll be stopped for about 10 minutes, so let's get off the train and go outside the station (-.-)y-~~ If the train is not there when we come back, Fukushima, I'll laugh at you!"
オレが明日履いていく靴の選択肢。ブーツorスニーカーorサンダルorクロックスor下駄or裸足…どれにしようか…,"The options for the shoes I will wear tomorrow: Boots, sneakers, sandals, Crocs, geta (traditional Japanese wooden sandals), or barefoot... Which one should I choose?"
ダンナちゃんの誕生日祝いで昼からシースー✨  @ 春駒 [URL],Afternoon sea-saw at Harukoma for Danna-chan's birthday celebration! ✨ @ Harukoma [URL]
富士仙水さんというキューピーさん(マヨネーズ)の子会社さんの仕事でクリンルームを作っているのだが、気を使う。自分がダーティなだけに。(笑)いわいる無菌室 その部屋で微生物等の研究するらし。水を売って商売してるだけに これが本当の水商売(笑),"I am creating a clean room for a subsidiary of Fuji Senzu-san, which is a company called Kewpie (Mayonnaise). It's quite amusing because I, myself, am not exactly clean. (laughs) They call it a sterile room, apparently for studying microorganisms and such. It's funny because they are in the business of selling water, so this is truly a water business. (laughs)"
お母さんからの贈り物。とても綺麗な音色を奏でてくれます。どこに飾ろうかな。 [URL],Gift from mom. It produces a very beautiful sound. I wonder where to display it. [URL]
[USER] 青森も熱いっっ!!(>_<) 41.529503,[AUSER] Aomori is so hot!! (>_<) 41.529503
[USER] ありがとう( ^_^)/~~~これからも一緒に頑張りましょう～(*^_^*),[USER] Thank you ( ^_^)/~~~ Let's continue working hard together from now on ~ (*^_^*)
iPhoneのラインってアプリのレビューがやばい。見てみてくださいひくよマジで。,"The reviews for the iPhone Line app are insane. You need to check them out, it's really cringeworthy."
チャリの後輪ズル剥けで交換か、二年間機材車としてよく頑張った後輪よ！,"Translation: 

The bicycle's rear tire is completely worn out and needs to be replaced. Good job on working hard for two years as the equipment vehicle, rear tire!"
時間あったんで来たよ  @ 眼鏡橋 (Spectacles Bridge) [URL],I came because I had some free time. @ Spectacles Bridge [URL]
このビール アルピルスバッハクロスターブルイヴァイツェンビールっていうらしい( ´ ▽ ` )笑 [URL],"Translate to English: 

I heard this beer is called Alpirsbacher Klosterbräu Weizenbier (´▽`) LOL [URL]"
部屋の露天風呂で朝っぷろƪ(•̃͡ε•̃͡)∫ƪ(•̃͡ε•̃͡)∫ƪ(•̃͡ε•̃͡)∫ [URL],Taking a morning bath in the outdoor hot spring bath in the room. ƪ(•̃͡ε•̃͡)∫ƪ(•̃͡ε•̃͡)∫ƪ(•̃͡ε•̃͡)∫ [URL]
なんだこれ泣ける(;_;) Twitter見過ぎだ！ 素直にメールしよっかな(;_;) またあそびたいです,What is this? It's making me cry (;_;) I've been on Twitter too much! Should I just send a sincere email (;_;) I want to play again.
ごはん。 (@ 文房具居酒屋 どろぼう堂) [pic]: [URL],"Rice. (@ Stationery Izakaya ""Dorobou-dou"") [pic]: [URL]"
[USER] そういうことですか！  付き添いの人が行けなくなったんですね。 全然問題ないですよ♪  いつも公演中は一人なんで楽しみです☆*:.｡. o(≧▽≦)o .｡.:*☆,"[TRANSLATION] 

[USER] Is that so! The person accompanying you can't go anymore, huh? No problem at all ♪ I always enjoy being alone during performances ☆*:.｡. o(≧▽≦)o .｡.:*☆"
四月から忙しくなる予感… 人員減るのに補充無いとか終わってますね。残業は死活問題な今の私…あぁ…(´Д` ),I have a feeling that it will get busy from April... It's over if we don't have any replacements for the reduced staff. Overtime is a matter of life and death for me right now... Ah... (´Д`)
はっ！(￣□￣;)!! 今、嫁が俺のこと役立たずって言った！ 確かに今、言った…,"Huh?! (￣□￣;)!! Just now, my wife called me useless! She definitely said it just now..."
[USER] おはよう！海が面してる方向によって波は高いけど、今日潜るポイントは波なし！釣りも行きたいなぁ。今日は何狙いなんやろ？,"[ASSISTANT] Good morning! Depending on the direction the sea is facing, the waves can be high, but the diving spot today has no waves! I also want to go fishing. I wonder what we'll be targeting today?"
道の駅 ふじおか(ハイウェイ・オアシスららん藤岡)にタッチ！ [URL],Touch the Fujio Station (Highway Oasis Ralan Fujioka) on the road! [URL]
シーホークのお寿司屋さんでご飯(´∪`*) 美味しい～♪ [URL],Rice at the Sea Hawk sushi restaurant is delicious~♪ [URL]
プリ撮ったー(*^o^*) めっちゃ酔っ払いの三人♡ふぁみりー♡ [URL],I took a picture (*^o^*) Three of us are really drunk ♡ Family ♡ [URL]
俺が作ったムービー皆、見てね！PSYのために作ったよ！とにかくみてくださいー、 ☆☆PSY調子狂った軍団☆☆  [URL],"Please watch the movie I made, everyone! I made it for PSY! Please just take a look - ☆☆Crazy PSY Army☆☆ [URL]"
芦屋川にて人身事故！岡本一歩手前で電車とまったー(´Д｀)神戸線のる人気をつけて～(´Д｀),Accident involving a person at Ashiyagawa River! The train has stopped just before Okamoto station (´Д｀) Please be aware of delays on the Kobe Line ~(´Д｀)
[USER] 牛乳じゃなくて良かったなw あれベッドに零すと最高に眠れなくなるぜー,"[TRANSLATION] [USER] I'm glad it wasn't milk, haha. When you spill that on the bed, you won't be able to sleep well at all."
今日のおちびのロンパースは ♡adidas baby♡ [URL],Today's baby romper is ♡adidas baby♡ [URL]
だぁ～(´Д` )テスト3日も間あくとだらけてまうで～（;￣O￣）明日こそはやな(^^),"Daa~(´Д` ) If there's a gap of three days between tests, I'll start slacking off~（;￣O￣）I better study tomorrow for sure(^^)"
般若寺 福島県田村市船引町船引字舘１６７−２にチェックイン！[URL]  #lococom,"Check-in at Honjoji Temple, Tatsuruma, Funabiki-cho, Tamura City, Fukushima Prefecture, 167-2. [URL] #lococom"
違う地方に住んでる人の話聞きたいお。いま、お台場*･゜ﾟ･*:.｡..｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡. .｡.:*･゜ﾟ･*,"I want to hear stories about people living in different regions. Right now, Odaiba! *･゜ﾟ･*:.｡..｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡. .｡.:*･゜ﾟ･*"
はじめてきた、アクセサリーの数多いな (@ ヨドバシカメラ マルチメディア郡山) [URL],"Just arrived, there are so many accessories. (@ Yodobashi Camera Multimedia Kooriyama) [URL]"
帰りに、立ち飲み屋で。 可愛い店員と、楽しくお話し。 さて、明日も出張！ 寝不足解消のため、早めに帰宅。,"On my way home, I stopped by a standing bar. I had a pleasant conversation with a cute waitress. Well, I have another business trip tomorrow! In order to alleviate my lack of sleep, I'm going to head home early."
天気よくて、外を歩くと気持ちよいけど、花粉症もちの私にはしんどい行為。でも、目的のために。。。,"The weather is nice, and it feels good to walk outside, but it's tough for someone like me who has hay fever. However, it's for a purpose..."
ミーティングなう。 (@ デニーズ 秋葉原中央口店) [URL],In a meeting now. (@ Denny's Akihabara Central Entrance Store) [URL]
Perfumeのライブに行くであろう人々が増えておるミ・ο・彡,"The number of people who are planning to attend Perfume's live performances is increasing, Mi-o-彡."
[USER] ツイートが板前のつぶやきみたいになってるぞ(笑),[USER] Your tweets are starting to look like a chef's mutterings (lol)
横浜トリエンナーレ、日本郵船馬車道通倉庫会場みに来た。24時間ループの「clock」という映像作品、すごく面白くて30分くら視つづけてしまった！,"I visited the Yokohama Triennale at the Nippon Yusen Kaikan Warehouses venue. There was a video artwork called ""clock"" that was playing on a 24-hour loop, and it was so fascinating that I ended up watching it for about 30 minutes straight!"
[USER] 大人の修学旅行御一行様。目的地の天候は曇り、気温２０℃前後です。道中、お気をつけて！,"[ASSISTANT] Adult study tour group. The weather at the destination is cloudy, with temperatures around 20℃. Please be careful on your way there!"
1年ほど前、ソフィーの背中に小さなオデキができました。それが今は1cmほどのシコリになりました。お医者さんは悪性ではなさそうとの診断です。でも大きくなり続けているので手術を決心しようとおもいます。,"About a year ago, a small bump appeared on Sophie's back. Now, it has grown into a lump of about 1cm. The doctor has diagnosed it as unlikely to be malignant. However, since it continues to grow, I am considering making the decision to have surgery."
前田友和に相応しいキャッチフレーズ『頭　な　で　な　で　し　て　く　れ　な　い　と　拗　ね　ち　ゃ　う　ぞ』 [URL] #bunsyousin,"Catchphrase suitable for Tomokazu Maeda: ""If you don't pat my head, I'll get pouty."" [URL] #bunsyousin"
春に断念していたお墓。謎の剣豪草深甚四郎。塚原卜伝と引き分けたとのこと。 [URL],"Abandoned graves in the spring. Mysterious swordsman, Soujin Shimanchirou. It is said that he had a draw with Tsukahara Bokuden. [URL]"
今日はママちゃんが展示会の為、１日主夫。夜からは打合せが連チャン。 さぁ、やるか。,"Today, Mom is at an exhibition, so I'll be a stay-at-home dad for the day. There are back-to-back meetings from the evening onwards. Alright, let's do this."
最近好きな言葉『俺はナイフの様に頭はキレないけど、何回壁にぶち当たっても突き破るまで諦めない。つまりハンマーなんだ』,"Recently, my favorite phrase is, ""I may not be as sharp as a knife, but I won't give up until I break through, no matter how many times I hit a wall. In other words, I'm like a hammer."""
さあ！俺らのホームだ！ 黄色い奴らに組み合わせを後悔させてやろうぜ！We are REDS!!  #urawareds #浦和レッズ,Alright! This is our home! Let's make those yellow guys regret their pairing! We are REDS!! #urawareds #UrawaReds
なんか最近センチメンタル(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀),"Lately, I've been feeling nostalgic or sentimental. (´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)"
遠野の宿からバスを乗り換え、陸前高田市へ…言葉に出来ない光景です。更に奥の宮城との県境、気仙地区で塩害で立ち枯れ、伐採された杉の木の薪割り作業をしてます。,"Translating to English:

Changing buses from the inn in Tono, I arrived in Rikuzentakata City. It is an indescribable sight. Additionally, in the Kesen district on the border with Miyagi Prefecture, we are carrying out firewood splitting work on the cedar trees that were withered and cut due to salt damage."
ギルドを探すにしても、横の人を許容してくれる所でないといけない。,"Even if you are looking for a guild, you must find a place that is accepting of others."
[USER] それ超わかる！！私もそうなりたい！！日本語でなくてフランス語で会話できたらかっこいいね！！一緒に頑張ろう＼(^o^)／,[Assistant] I totally understand that! I also want to become like that! It would be cool to be able to have conversations in French instead of Japanese!! Let's work hard together! ＼(^o^)／
昨日はnaoito最高だった！みんな踊って僕もたくさん踊った！彼等も相当楽しそうだった☆しかしあんなにモヒートが出るとは、ラム5本は使った。ナオイト＋モヒート オススメです！,"Yesterday was amazing with naoito! Everyone was dancing, and I also danced a lot! They seemed to be having a great time too☆ However, I didn't expect so many Mojitos. We used up 5 bottles of rum. Naoito + Mojito is highly recommended!"
つー事で　今月のダースポ　ダースポフェスの写真を撮ったのは私です,"By the way, I took photos of this month's Darspo Darspo Fest."
追加申告忘れてたナーーーー (@ 慶應義塾大学 日吉キャンパス w/ 3 others) [URL],"I forgot to make an additional declaration, nahhhhhh (@ Keio University, Hiyoshi Campus with 3 others) [URL]"
某ぶろぐ見てなのだけどとても落ち込みます( •́ ✖ •̀)ぼくの１年半が終わってしまいそう。きっと引き留めてはくれないし、この辺がぼくにとっての分かれ道なのかもしれない。ｶﾀ、ｸﾒﾊﾞｲｲﾄｵﾓｳﾖ( •́ ✖ •̀),"I'm looking at a certain blog, and it really brings me down ( •́ ✖ •̀) It seems like my year and a half is coming to an end. They probably won't try to keep me, and maybe this is the crossroads for me. I'm not feeling well, so I might cry ( •́ ✖ •̀)"
[USER] 今日の『さんさんラジオ』は、声が明るくて、いつもの紗代ちゃんになってきたばい！もちろん紗代ちゃんパワーもいただきましたぁo(^▽^)o明日もリラックスして、その調子で行きなっせーヾ(＠⌒ー⌒＠)ノトラックの中から応援しとるけんねぇ＼(^o^)／,"[Assistant] Today's ""Sansan Radio"" had a bright and vivacious voice, and Saayo-chan was back as usual! Of course, I also received Saayo-chan's energy o(^▽^)o Tomorrow, let's relax and continue with that momentum, yeaaah! I'll be cheering you on from inside the tracks, so go for it! ＼(^o^)／"
昨日の俺と友人のメールでのやりとり 友人「明日学校行く？筋トレしね？」俺「いいよ。但し量子力学と統計力学のノートをコピーさせてくれる場合に限る(笑)」友人「何言ってんだ、それだけじゃ足りないだろ。演習の解答もだろ」そうだけどおれの学部内でのたちいちwww,"Exchange of emails between me and my friend yesterday:

Friend: ""Are you going to school tomorrow? Wanna work out?""

Me: ""Sure. But only if you can let me copy your notes on quantum mechanics and statistical mechanics (laughs)""

Friend: ""What are you talking about? That's not enough. You should also share the exercise answers.""

True, but there's a lot of funny stuff happening within my department."
[USER] 幸せだった過去の経験をすでに越えています。過去に体験したことのない、今この瞬間を生きています。底知れない幸せ感が日に日に増していきます。,"[I] have already surpassed the past experiences of happiness. [I am] living in the present moment, experiencing things [I] have never experienced before. The unfathomable sense of happiness continues to increase day by day."
SawadaApple-なうCOD:BOチームデスマッチ♪( ´▽｀)スコア:1440 [URL],Currently playing COD:BO Team Deathmatch♪( ´▽｀) Score: 1440 [URL]
[USER] いつもタイミング悪いよね笑っ７時ごろのぞいた！21,"[Assistant] You always have bad timing, don't you? Haha. I peeked around 7 o'clock! 21."
ピンポンダッシャー むずかしいのベストスコア29700点獲得！ これが最高得点だ！君は越えられるか！？　[URL] #pinpon,"Ping Pong Dasher. The best score achieved is 29,700 points! This is the highest score! Can you surpass it?! [URL] #pinpon"
[USER] [USER] yes,[Assistant] yes
[USER] ラルク! 今日はラルクさんﾏｼﾞｿﾝｽｸｴｱｶﾞｰﾃﾞﾝでLIVEしました,[LARK] L'Arc! Today L'Arc-san had a serious sound square garden LIVE.
コーヒーゼリーフラペチーノとニューヨークチーズケーキ!!です(*^^*) (@ Starbucks Coffee 福岡新宮店) [pic]: [URL],Coffee Jelly Frappuccino and New York Cheesecake!! (@ Starbucks Coffee Fukuoka Shingu store) [pic]: [URL]
[USER] はじめまして！ 僕は今、フットサルをやっているんですけど、ゴールしたらいつも弾丸ジャッキーポーズしてます☺,"Nice to meet you! I'm currently playing futsal, and whenever I score a goal, I always do the ""bullet Jackie pose"" with a smile."
今日の雨と風で桜が散ってしまいそう。この潔さが日本人に好かれる理由のひとつでしょうね。 [URL],Today's rain and wind seem to be causing the cherry blossoms to scatter. This resilience is possibly one of the reasons why Japanese people are fond of it. [URL]
ﾌﾞｯｼｭｩｩｩｩｩｩｩｩ (@ いづみや 本店) [pic]: [URL],"""Buzzzzz (@ Izumiya Honten) [pic]: [URL]"""
寝る前の軽い運動。 【Run&Walk】2011/07/23 21:38,Light exercise before bed. 【Run&Walk】2011/07/23 21:38
[USER] ほんとやね、奈緒子ちゃんの言うとおりだよ 4日元気もらいにいこうね,"[USER] Yeah, you're right Naoko-chan. Let's go get some energy on the 4th."
グリーンカーテンこんなんになりました。ゴーヤと琉球朝顔です。西陽除けには役にたってます。   [URL],This is how the green curtain turned out. It consists of bitter gourd and Ryukyu morning glory. It serves as a sunshade. [URL]
明日から3日間トラ○チーム( ；´Д｀)大手は嫌なんやってーヽ(；▽；)ノむりむりむりむりむりむりむりむり,"Starting from tomorrow, the Tiger○ team is going to be annoying for three days ( ；´Д｀) I can't handle it anymore ヽ(；▽；)ノ Impossible, impossible, impossible, impossible, impossible, impossible, impossible."
誕生日でした。28才になって思うこと、いろいろあるけど、今日は酒飲んでテンションあげて寝るだね(￣ｑ￣)ｚｚｚ  みんなありがとー( ノД`)…,"It was my birthday. Turning 28 makes me think about a lot of things, but tonight, I'll drink and raise my spirits before going to bed (￣ｑ￣)ｚｚｚ Thanks, everyone ( ノД`)..."
すんごい派手に改造してあるバイクなのにヘルメットをかぶっている 不良なのか真面目なのか,Are they wearing a helmet despite having a heavily modified motorcycle? Are they a delinquent or serious?
これからアリエッティo͡͡͡͡͡͡͡͡͡͡͡͡͡͡╮(｡❛ᴗ❛｡)╭o͡͡͡͡͡͡͡͡͡͡͡͡͡͡,"From now on, Arrietty o͡͡͡͡͡͡͡͡͡͡͡͡͡͡╮(｡❛ᴗ❛｡)╭o͡͡͡͡͡͡͡͡͡͡͡͡͡͡"
[USER] かわゆすかわゆすʕ•̫͡•ʔ❤ʕ•̫͡•ʔ萌ゆるし萌ゆるしʕ•̫͡•ʔ❤ʕ•̫͡•ʔ,"[USER] So cute, so cute ʕ•̫͡•ʔ❤ʕ•̫͡•ʔ Moe moe ʕ•̫͡•ʔ❤ʕ•̫͡•ʔ"
[USER] タレントつかったファンドレイジング＆啓発やってる団体の人だった～,[ASSISTANT] They were a person from an organization that is doing talent-driven fundraising and enlightenment.
初めて麺普通で頼んだけど、ギリギリだったw その先にあるもの  [URL],"I ordered regular noodles for the first time, but it was a close call lol What's beyond that [URL]"
今日は 50 回 腹筋しました！  #365daysApp [URL],I did 50 sit-ups today! #365daysApp [URL]
今年最後のフードバンク活動は終了していたが企業様より寄付の連絡があったので急遽引取りに行く事に。すべてオーガニック野菜だったので栄養たっぷり！寿町の支援団体へ届けに行き無事終了。喜んでいただけて良かった！,"Although the last food bank activity for this year was already finished, we received a donation from a company, so we decided to make an impromptu pick-up. All the vegetables were organic, so they were packed with nutrients! We delivered them to the support organization in Satocho and concluded successfully. I'm glad they were pleased!"
急行動いてるけど、各停でゆっくり行く！なんでうちのとなりに座る人は車内でゴハン食べるんだろ(´;ｪ;`)ｳｩ,"I'm in a hurry, but the train is moving slowly! I wonder why the person sitting next to me is eating a meal inside the train (´;ｪ;`)ｳｩ"
お客様訪問の帰り。今日は会社に戻らねばならないので、蘇我で昔ながらの定食屋見つけて早めの夕食。 (@ JR 外房線 蘇我駅) [URL],"On the way back from a customer visit. Since I have to go back to the office today, I found a traditional set meal restaurant in Soga and had an early dinner. (@ JR Soga Station on the Sotobo Line) [URL]"
目の前を人力車が「風を感じて下さい」と言って、風下に向かって駆け抜けていったww,"A rickshaw in front of me said, ""Please feel the wind,"" and raced away towards the downwind with a laugh."
寒いけど、ここまで来てしまった。  @ 鴨川デルタ [URL],"It's cold, but I've come this far. @ Kamogawa Delta [URL]"
綿菓子初体験(^_^) 近くの公民館でイベントがありました。 [URL],First Cotton Candy Experience (^_^) There was an event at a nearby community center. [URL]
神田昌典×岡田武史×長谷川理恵「READ FOR ACTION」という講演会兼読書会に参加してきましたー！チケットゆずってもらって行ったのだけど、いい感じに刺激になった。,"I participated in a lecture and book club event called ""READ FOR ACTION"" by Masanori Kanda, Takefumi Okada, and Rie Hasegawa! I received tickets from someone and went there, and it was really inspiring."
コンタクト買うための眼科で 小一時間待ってるのに 全然呼ばれないあげく あとから来た人のが 先に呼ばれてる(●･̆⍛･̆●)ムッ,"I've been waiting at the ophthalmology clinic for about an hour to buy contacts, but I haven't been called at all. To make matters worse, someone who came later than me got called first. (●･̆⍛･̆●) So frustrating."
本日グランドオープンのお店で、ライム&ミントグリーンティーフラペチーノ  @ Starbucks Coffee TSUTAYA大崎駅前店 [URL],"Lime & Mint Green Tea Frappuccino at Starbucks Coffee TSUTAYA Osaki Ekimae store, which is grand opening today [URL]."
だいすきな友人たちや先生方と久しぶりに会えて充実した2日間だった。帰る場所があるって幸せだなー。,It was a fulfilling two days meeting my beloved friends and teachers after a long time. It feels so blessed to have a place to return to.
[USER] 沢山呑んじゃって。お疲れ様でした( ; _ ; )/~~~,[ASSISTANT] I drank a lot. Thank you for your hard work. ( ; _ ; )/~~~
[USER] おめでとうございます！娘さんが二十歳になられて感無量ですね(^-^),[ASSISTANT] Congratulations! It must be an indescribable feeling now that your daughter has turned twenty. (^-^)
ウニクスなう。マストで買うものは買ったので、ふらぶらしよう♪ [URL],"I'm chilling now. I've bought everything I needed, so let's go wandering around ♪ [URL]"
原発減らすには、交流電源を必要としない事だよね なら、理想は家電を直流にし、太陽電池の電気を家庭用蓄電池に貯め夜間に使用不足は燃料電池では？,"To reduce nuclear power, it would be necessary to not rely on alternating current. In that case, the ideal scenario would be to convert household appliances to direct current and store electricity from solar panels in home energy storage systems for use during nighttime. As for any electricity shortage during the night, it could be supplemented by fuel cells."
[USER] どんな髪型にするのかな？私もプリンちゃんだから行きたいな(´д｀),[Translated] [USER] I wonder what kind of hairstyle they will get. I also want to go because I'm a fan of Purin-chan (´д｀)
[USER] ホントに毎週末、楽しそうだよね！フットワークの軽さやお友達に恵まれてると思う。,"[Assistant] Yeah, it really seems fun every weekend! I think you have a light-footedness and are blessed with good friends."
ビアガーデン開始！間違って一杯目から黒ビールをチョイスしてしまったw [URL],"Beer garden begins! Accidentally chose a black beer for my first drink, lol [URL]"
現地到着。寒くないけど雨がスゴいです。コースの下見程度に別の車で走ります(^-^) [URL],"We have arrived at the site. It's not cold, but the rain is intense. We will drive in another car to scout the course. (^-^) [URL]"
合宿終わってから初めてチャリ乗った！最初はなんか安定しなくてどっか不調があると思ったくらい。耐久終わったらおしゃれなグリップ探しに行こうヽ(´▽｀)/,"I rode a bicycle for the first time since the training camp ended! At first, I felt unstable and there seemed to be something wrong somewhere. Once the endurance is over, I'll go look for stylish grips! ヽ(´▽｀)/"
陸羽東線の電車の車内アナウンスでは、停車駅毎に、その地にまつわる一言コメントのようなものを入れてる。こういうの、その地域への興味の持たせ方として良いと思います！,"In the train announcements of the Ryukyu East Line, they have included short comments or remarks related to each station. I think this is a good way to generate interest in the region!"
サンタの格好をした曙太郎に越谷レイクタウンで出会った(笑) [URL],I met a person dressed as Santa called Akatsukitaro at Koshigaya Lake Town (laughs). [URL]
[USER] だよな。でもインチキはしてないから反省だよ言っちまうなぁ‥,"[USER] That's true. But I didn't cheat, so I have to reflect and apologize, right..."
いろいろ迷惑かけました‼ 今からバイト(´Д` ) 明日学校休みたいなー,I caused various inconveniences. Starting a part-time job now (´Д` ) I feel like taking tomorrow off from school.
京橋bar風の本日のオススメは「チーズ盛り合わせ」です。ツイッターを見た方限定特価！！￥900 [URL],"Today's recommended special at the Kyobashi bar is the ""Assorted Cheese Platter"". Exclusive discounted price for those who saw it on Twitter!! ¥900 [URL]"
私の寝るスペースは、マオさんの左側のベット端。およそ30cm(ｰｰ;)毎日真っ直ぐに固まって寝てます（−＿−；） [URL],"My sleeping space is at the end of Mao-san's bed, on the left side. It's about 30cm wide (- -;) and I sleep straight and solidly every day (-_-;) [URL]"
Fowler 間に合った…。 (@ 江東区文化センター w/ 43 others) [URL],Fowler made it in time... (@ Koto-ku Cultural Center w/ 43 others) [URL]
ウワワワァ〜（泣） まだ、タバコ屋さん開いてないやぃ…(｡-_-｡),Uwawawaa~ (cries) The tobacco shop is still closed... (｡-_-｡)
飲み過ぎたーーー！ってか、先生方酒強過ぎ(ﾟДﾟ;)弱っちーおれはジョッキ10杯でギブアップ(x_x)いまはラーメン屋に一人旅(^^),I drank too much! And the teachers are too good at drinking (ﾟДﾟ;) I can't handle it. I gave up after 10 glasses of beer (x_x) Now I'm on a solo trip to a ramen shop (^^)
この馬鹿ッタレの焼き肉のタレ むつゃくちゃ美味い。タレを馬鹿買い(^^) [URL],"Translation: 

This idiot's yakiniku sauce is ridiculously delicious. I bought the sauce like an idiot. [URL]"
本日、二度目のバッテリーあがり！今回は、事務所の近くなので助けを呼ぶ。,"Today, the battery died for the second time! This time, it happened near the office, so I called for help."
