sentences,translated
おはよよよっ＼(^o^)／ 喉いってー 風邪の季節だね（ ; ; ）,"Good morning!⊂(＾∇＾)／ My throat hurts. It's the season for colds, isn't it? ( ; ; )"
vitaが沢山のこっていた (@ ゲオ 戸越公園店) [URL],vita had a lot of things (@ GEO Tokugawa Park Store) [URL]
ジャーマンチョコレートケーキ、おいしいよ！ [URL] [URL],German chocolate cake is delicious! [URL] [URL]
[USER] おつかれさまでしたーーー！！！ 明日もよろしーーーー,[USER] Good job! See you tomorrow too.
はらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへはらへ,Haraheraharaheraharaheraharaheraharaheraharaheraheraharaheraheraharaheraheraharaheraheraharaheraheraharaheraharaheraharaheraharaher-
[USER] iphone持ってる人はipad2の基本料金が¥0になるよ。,"If you have an iPhone, the basic fee for the iPad2 will become ¥0."
[USER] 前回は旦過市場の乾物屋が映ってたよ。日本一の昭和な風景だ(^^),"[Assistant] Last time, they showed a dry goods store in the Tanugoshi Market. It's a quintessential Showa era scenery in Japan (^^)"
雪の箱根神社 #ima_sora   @ 箱根神社 [URL],Hakone Shrine covered in snow #ima_sora @ Hakone Shrine [URL]
今日のフードはけむりカレー  @ Studio Z [URL],Today's food is Smoky Curry @ Studio Z [URL]
▼計測地点:ヤマダ電機TL各務原 ▼データ測定結果(WiMax) 下り:1.87Mbps 上り:0.35Mbps [URL],▼Measurement Location: Yamada Denki TL Kakamigahara ▼Data Measurement Results (WiMax) Down: 1.87Mbps Up: 0.35Mbps [URL]
ヤマザワライズ店で買い物 #yamagata #nakayama,Shopping at Yamazawa Rize store #yamagata #nakayama
わー、、雪がこんもりと積もっとる(¦3 < 秋田県秋田市楢山城南町４−２８,"Wow... The snow has piled up so much. (¦3 < 4-28 Nakayamajonan-cho, Akita City, Akita Prefecture, Japan."
再生可能エネルギー法案も通ったけど、バイオマスはどうなるのだろう？,What will happen to biomass even though the renewable energy bill has passed?
体長1メーターのオオサンショウウオが、昨日やなにかかったらしい。 [URL],A one-meter long Japanese giant salamander seems to have been injured or something yesterday. [URL]
DOUTOR 奈良県立医科大学附属病院店にタッチ！ [URL],Touch the DOUTOR Nara Medical University Hospital Store! [URL]
ツダケンのNZレポートvol.4 [Winter Games ハーフパイプ結果！] | トビジブch | BravoSki.com [URL],Tsubaken's NZ Report vol.4 [Winter Games Halfpipe Results!] | Tobijibch | BravoSki.com [URL]
禿同♪(´ε｀ )“[USER] 人間も動物だから、愛する異性とセックスして、子を生み、育てる、という以上の幸福は存在しないのだよ。何百万年も前から変わらない。”,"Baldie ♪(´ε｀) ""[USER], because humans are also animals, there is no greater happiness than loving the opposite sex, having sex, and giving birth to and raising children. It has remained unchanged for millions of years."""
フェラーリと自由とは、どっちが尊く楽しいのだろう？ 高価な都心のマンション住まいと、日々好きな場所に出向けることは、どっちがいいんだろう？ たかしろつよし,"Which is more valuable and enjoyable, Ferrari or freedom? Living in an expensive apartment in the city center, or being able to go wherever you like every day? Takashiroyoshi."
ドライバーでボールを見てしまうと、振ろうとする気持ちから一転、強くぶつけて遠くへ飛ばすという悪い気持ちが未だに続くのは練習不足ゆえ。。。,"If you look at the ball while driving, the feeling of wanting to swing changes, and the lingering sense of hitting it hard and sending it far remains due to a lack of practice..."
嫁誕生日を鹿児島で勝手に祝う  @ トラットリア・オーリオ [URL],"""Surprise birthday celebration for my wife in Kagoshima @ Trattoria Olio [URL]"""
今日もいい天気。 It's also fine weather today. Il fait bon aussi aujour d'hui. 오늘도 날씨 좋아요. 今天还是晴天吗. [URL],Today is also good weather. It's also fine today. The weather is good today. Is it still sunny today? [URL]
あけましておめでとうございます！  明日5日から営業します。ただいまキッチンにて仕込み中です〜 [URL],Happy New Year! We will be open starting from the 5th tomorrow. We are currently preparing in the kitchen~ [URL]
おしゃかしゃまキター！  いったいどうなってるダビンチ♪───Ｏ（≧∇≦）Ｏ────♪,"Oshakashama has arrived! What on earth is happening, Da Vinci♪───Ｏ（≧∇≦）Ｏ────♪"
新東名のSA / NEOPASA駿河湾沼津(下り線)にイマココ! [URL],Here is now at NEOPASA Suruga Bay Numazu (downward line) on the Shin-Tomei Expressway! [URL]
今日は朝から夕方まで (@ 産科婦人科 舘出張 佐藤病院) [URL],"Today from morning until evening (@ Obstetrics and Gynecology, Tachi Business Trip, Sato Hospital) [URL]"
アメリカの食事はチーズぶっかけばっかりだったなぁ。日本食美味しいよ…煮物とか刺身とか鍋とかさ。季節の食べ物があるって素敵。,"American meals were always just covered in cheese. Japanese food is so delicious... like simmered dishes, sashimi, hot pot, and more. It's wonderful how there are seasonal foods."
そういえば気が強い。葬式でもキレるタイプ“[USER] [USER] [USER] 犬好きの女はSです。はい。”,"By the way, she is a strong-willed person. She's the type who gets angry even at funerals. ""[USER], [USER], [USER], she's an S-type woman who loves dogs. Yes."""
ふらっと (@ アップルストア 渋谷 (Apple Store Shibuya) w/ 4 others) [URL],"""Furat to (@ Apple Store Shibuya (Apple Store Shibuya) w/ 4 others) [URL]"""
[USER] え？いま、おは？(^-^;…でもgood morning ☆,"[ASSISTANT] Huh? Oh, morning? (^-^; ... But good morning ☆"
朝ラン終了なう。神戸市北区は雲～晴れ。 【Run&Walk】2011/11/08 05:15,"Morning run complete now. Kobe City, Kita-ku, is cloudy to clear. 【Run&Walk】2011/11/08 05:15"
今日は [USER] とUSTREAMの撮影。 ゲストは [USER] とティッさん,Today's USTREAM shooting with [USER]. The guests are [USER] and Tisan.
今日は、つか昨日は充実した１日だった。家から１時間ちょいの場所が銀世界でしたo(^o^)o [URL],"Today was a fulfilling day, just like yesterday. The place, located a little over an hour away from home, had a beautiful snowy landscape. o(^o^)o [URL]"
フレイさんってどんな人？→「バスケうまそう」「すげー熱帯魚っぽい」「ありえない」「マジでありえない」「ホントにありえない」 [URL]   やったぁ&#39;すげー熱帯魚っぽい,"What kind of person is Frei-san?→ ""Seems to be good at basketball"", ""Looks really tropical fish-like"", ""Unbelievable"", ""Seriously unbelievable"", ""Really unbelievable"" [URL] Yay! 'Looks really tropical fish-like."
16:00までだったは・・・ @ 翠楽苑にタッチ！ [URL],Until 16:00... @ Touch Suirakuen! [URL]
大アサリや～(=´∀｀)人(´∀｀=) | [トイフォト] [URL] #penpic,"""Great clams, yay~ (=´∀｀)人(´∀｀=) | [Toy Photo] [URL] #penpic"""
いつの間にか家の車がカムリになってたwww 死ぬほど運転しやすいww,"The car at home became a Camry somehow, lol. It's ridiculously easy to drive, haha."
Strawberry Yogurt Latte :)) [URL],Strawberry Yogurt Latte :)) [URL]
即日修理！30〜40分で修理完了します。 @ iPhone修理屋　東京江戸川店に写真つきタッチ！ [URL],Immediate repairs! Repairs will be completed in 30-40 minutes. Check out the photos at iPhone Repair Shop Tokyo Edogawa Branch! [URL]
かまくら館前のケヤキ通りもだいぶ紅葉に。 #yokote   @ かまくら館 [URL],The Zelkova street in front of the Kamakura Hall is also quite colorful with autumn leaves. #yokote @ Kamakura Hall [URL]
ついでにアドレス帳から勝手に消えた、Hさん、Sさんのデータも復活。意味不明。,"By the way, the data of Mr. H and Ms. S, which disappeared from the address book without permission, has also been restored. It's inexplicable."
お昼 (@ ららぽーと横浜 w/ 11 others) [URL],Lunch (@ Lala Port Yokohama w/ 11 others) [URL]
[USER] やっぱり、、、 かなりお涙ちょうだい的でしたから,"After all, it was quite a tearjerker."
角煮みたいなチャーシューが3つもo(^▽^)o ちなみに醤油チャーシューです！ [URL],"There are three chashu that look like braised pork! By the way, they are soy sauce-flavored chashu! [URL]"
[USER] [USER] さんきゅー！もっともっといい男になる輪‼,"[USER] [USER], thank you! Join us and become an even better man!"
ʅ(‾◡◝)ʃ @ 資さんうどん 葛原店にタッチ！ [URL],"ʅ(‾◡◝)ʃ @ Sushi-san Udon Kuzuhara Store, touch here! [URL]"
[USER] そうですね、あくまで僕の推察ですが、二ユース等では室外室内の割合まで知らされないのでなんとも言えませんね。,"[ASSISTANT] Well, that's just my speculation, but in case of second-hand items, etc., we are not informed about the ratio of indoor and outdoor use, so it's hard to say."
週イチ京都曜日ヽ(●´3`●)ﾉ (@ 新開地駅 (Shinkaichi Sta.)) [URL],Kyoto day once a weekヽ(●´3`●)ﾉ (@ Shinkaichi Station) [URL]
王子駅 ホームにて | [ポップアート] [URL] #penpic,At Prince Station platform | [Pop art] [URL] #penpic
今から東京へ。ana のボーイング787でいきます！(￣^￣)　楽しみや～！(笑) [URL],Heading to Tokyo now. Going on ANA's Boeing 787! (￣^￣) Excited~! (laughs) [URL]
酒飲んで日焼けしてからの散髪ナウ♪(´ε｀ ) (@ Hair Design Patio) [URL],"Drinking alcohol, getting a tan, and then going for a haircut now♪ (´ε｀ ) (@ Hair Design Patio) [URL]"
WORLD TRIPPER2 PHOTO EXHIBITION (@ POINT WEATHER) [URL],"WORLD TRIPPER2 PHOTO EXHIBITION (@ POINT WEATHER) [URL] -> 

WORLD TRIPPER2 PHOTO EXHIBITION (@ POINT WEATHER) [URL]"
♬ 'Rock'n'Roll Radioが消えた街' - 横道坊主 ♪,"♬ ""The street where the Rock'n'Roll Radio disappeared"" - Yokomichi Bros. ♪"
[USER] 798面白いけど、北京の東側で観光ルートから外れてるから、しっかり路線決めた方がいいよー  まぁ、タクればいいけどね笑,"[USER] It's interesting, but it's deviating from the regular tourist route on the east side of Beijing, so it's better to plan a proper route. Well, taking a taxi would work though, haha."
アキバですぜ (@ JR 秋葉原駅 (Akihabara Sta.)) [URL],This is Akihabara (@JR Akihabara Station) [URL]
昼飯及びトイレ休憩 @ 岸和田SA・上り (松原JCT・近畿道・西名阪道方面)にタッチ！ [URL],"Lunch and restroom break at Kishiwada SA, heading towards Matsubara JCT, Kinki Expressway, and Nishi-Meihan Expressway! [URL]"
Wi-Fiにつなぐ間もなく発車 (@ 新千歳空港駅 (AP15)) [URL],About to depart shortly after connecting to Wi-Fi (@ Shin-Chitose Airport Station (AP15)) [URL]
カーテン？毛布？みたいな布を被るのが女性の間で流行っているのかな？,Curtains? Blanket? Is it popular among women to wear fabrics like that?
「10年後の預金通帳」　山本雄太 様　【残高】 ￥87,"""10 years from now savings passbook"" Mr. Yuta Yamamoto 【Balance】 ￥87"
月には殺人ハイボールの味を忠実に再現した「KAGAYA」っていう裏メニューがあるんだよ。 [URL],"There is a secret menu called ""KAGAYA"" that faithfully reproduces the taste of murder highball on the moon. [URL]"
だいぶ遅刻して到着！ (@ アプローズタワー w/ [USER] [URL],Arrived quite late! (@ Applause Tower w/ [USER] [URL])
ようやく新宿。 (@ JR 新宿駅 w/ 3 others) [URL],Finally Shinjuku. (@ JR Shinjuku Station w/ 3 others) [URL]
今日は久しぶり西東京へ (@ JR 新宿駅 w/ 3 others) [URL],"Today it's been a while, heading to Nishitokyo (@ JR Shinjuku Station w/ 3 others) [URL]"
☆新品☆ MXR M78 【CUSTOM BADASS】 &#39;78 distortion [URL] このエフェクターっていいのかな?,☆Brand New☆ MXR M78 【CUSTOM BADASS】 &#39;78 distortion [URL] Is this effect pedal any good?
[USER] ○o｡..:*･(uωu人)ぉゃすみ･*:..｡o○,[USER] ○o｡..:*･(uωu人)good night･*:..｡o○
[USER] #ushikuガンバツてね 、一緒に、ご飯どう！,"[USER] #Ushiku Ganbatsu, let's have a meal together!"
[USER] まず子供好きってとこがポイント高いd(^_^o)wあと料理できればテンション上がる(*^^*),"[USER] First, being good with children is a big plus d(^_^o)w Also, if you can cook, that will make my excitement go up (*^^*)"
80代くらいのおじいさんがＡＶ借りてた。男だ！まさに帝国男児！,An elderly man in his 80s was borrowing an adult video. He was a man! Truly an emperor's man!
家族で【スシロー】NOW！ すでにいっぱい！(T_T) [URL],"With the family, Sushiro NOW! Already full! (T_T) [URL]"
新大阪到着ー( ´ ▽ ` )ﾉやっぱ都会やし、何より言語が違う（笑）  [URL],"Arrival at Shin-Osaka - ( ´ ▽ ` )ﾉ As expected, it's a city and above all, the language is different (laughs) [URL]"
小テストの意義は自らに戒めを与える事である。即ち、例え無勉でも受ける事に意義がある。,"The significance of a small test is to give oneself a reminder. In other words, there is meaning in taking the test even if one has not studied."
日曜日テニスレギュラー戦だ またあの人が選んだ日だ ぜったい雨だな(笑),"Sunday is the regular tennis match day. Once again, it's the day chosen by that person. It's definitely going to rain (laughs)."
もう紳助の金儲けの番組はいいだろ。リアンといい今のビーチボーイズ？こんな素人がずっと売れる訳ない。,"Enough of Shimizu's money-making shows. First Lian, now the Beach Boys? There's no way amateurs like them can keep selling like this."
チャーシュー麺セット  @ 鼎泰豊 カレッタ汐留店 [URL],Char siu ramen set @ Din Tai Fung Caretta Shiodome store [URL]
おでんと熱燗のつもりが今日はあったかすぎる… (@ 味穂) [URL],"Intended to have oden and hot sake, but it's too warm today... (@ Amiho) [URL]"
朝ゲーセンは (@ スーパーノバ 会津インター店) [URL],Morning game center (@ Super Nova Aizu Inter Store) [URL]
乗り換えで電車待ち。 眠い～(@ 旗の台駅 (Hatanodai Sta.)) [URL],Waiting for the train at the transfer station. So sleepy~ (@ Hatanodai Station) [URL]
[USER] オス！よろしく*･゜ﾟ･*:.｡..｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡. .｡.:*･゜ﾟ･*,[ASSISTANT] Hello! Nice to meet you *･゜ﾟ･*:.｡..｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡. .｡.:*･゜ﾟ･*
波が高くて上陸はできませんでした。とても残念。周遊してきましたよ～寂しく感じる場所です…[USER] いるの？すごい！[USER],"The waves were too high and we couldn't land. It's very unfortunate. We've been going around and it feels quite lonely here... [USER], are you there? Amazing! [USER]"
さすがEXILEファン♪( ´▽｀) EX番組だとツイートすごいことになってた(((o(*ﾟ▽ﾟ*)o))),As expected from an EXILE fan ♪ ( ´▽｀) The tweets were going crazy during the EX program (((o(*ﾟ▽ﾟ*)o)))
報道ステーションの脳死の最期のあれが経験と重なってやばいからやばいわうあー,"The final brain-dead moment of the news station overlaps with my experience, and it's dangerously bad... Ugh."
[USER] おはようございます～積み込み完了！天橋立へ向かって出発です,[Assistant] Good morning! Loading is complete! We're heading to Amanohashidate and departing now.
月曜から「グリコマイルドカフェオレ」「ブルガリアヨーグルト低糖」「こだわり極プリン」などが安くなりますρ( ^ｏ^)b_♪♪ パスタの30円 引きキャンペーンも明日までやってます(￣０￣;,"From Monday, ""Glico Mild Cafe au lait,"" ""Bulgaria Low-Sugar Yogurt,"" ""Premium Custard Pudding,"" and others will be available at a discounted price ρ( ^ｏ^)b_♪♪ We are also running a campaign where pasta will be 30 yen off until tomorrow (￣０￣;"
[USER] そですか(((^^;) 昼寝は最高に気持ちいいかんね(^.^),"[USER] Is that so? (((^^;) Napping feels absolutely amazing, doesn't it? (^.^)"
宮城県の色麻町。JAでたまごかけご飯。350円で食べ放題！ふとるー。,"Izumi-machi in Miyagi Prefecture. Eat as much as you want of ""tamago kake gohan"" at JA for 350 yen! So delicious and filling!"
Jコンテストの講評会なう (@ 宣伝会議 セミナー会場) [URL],Just finished the critique session for the J Contest (@ Advertising Conference Seminar Venue) [URL]
不思議とか、魔法とか、ラノベっぽい響きのクラスも作ろう。 「漢字を憶える魔法の呪文を不思議先生が！クラス」,"Let's create a class with a mysterious and magical atmosphere, like a light novel. ""The Mysterious Teacher of Remembering Kanji Through Magic Spells Class."""
花の湯なう。雪見露天風呂その後ビールとか最高すぎるのだが。サラリーマンのみなさんは仕事に勤しむざます。ウフフ。,"Flower Bathing now. After enjoying the snow-viewing open-air bath, having a beer is just too good. All you hardworking salarymen, keep up the good work! Hehe."
上の子の誕生日 @ ベーカリーレストランサンマルク 星ヶ丘店にタッチ！ [URL],Touch for the birthday of the older child at Bakery Restaurant Sanmark Hoshigaoka Store! [URL]
ビートルズには遅過ぎ、キャロル解散、つま恋には早過ぎた世代です。[URL],"It is a generation that was too late for The Beatles and witnessed the breakup of The Carpenters, and too early for Tsumagoi. [URL]"
今日は養老乃瀧さんがやってるからこの通りも明るいなぁーo(^▽^)o,Today is bright along this street because Yoro-no-taki is open. o(^▽^)o
[USER] [USER] [USER] [USER] ですよねー！わら,"[USER] [USER] [USER] [USER], right? Haha"
嵐の前の静けさ、風に負けるな！  @ 府中市立第二小学校 [URL],"Calm before the storm, don't lose to the wind! @ Fuchu City Second Elementary School [URL]"
ドイツ ノイシュバンシュタイン城 | [ファンタジックフォーカス] [URL] #penpic,Neuschwanstein Castle in Germany | [Fantastic Focus] [URL] #penpic
パンダ餃子閉店のお知らせm(_ _)m なんかついてない（；￣ェ￣）,Notice of Panda Gyoza closure m(_ _)m Something unfortunate happened（；￣ェ￣）
マジでCrazy Doctor #曲名にマジでを付けると真実味が増してくる,"Adding ""マジで"" (seriously) to the song title ""Crazy Doctor"" increases the realism."
[USER] [USER] msyosshiさんが憎くて愛くるしい件,[USER] [USER] Msyosshi-san is hateable and lovely at the same time.
外国籍児童学習支援教室「フィリピノナガイサ」の修了式。この冬、高校に合格した子も。ホントおめでと!!みんなびっくりするくらい、日本語が上手になってる(^^) [URL],"Graduation ceremony of the Foreign National Children Learning Support Classroom ""Filipino Nagaisa"". Even the children who passed the high school entrance exam this winter, congratulations!! Everyone is amazed at how much their Japanese language skills have improved (^^) [URL]"
[USER] はやっ！ 今日は休みか꒰ू๑͒•௰ू•๑͒꒱ なになにー？,"[USER] Fast! Today is a day off꒰ू๑͒•௰ू•๑͒꒱ What is it, what is it?"
新発田中央運動公園なう 人工芝のいいグラウンドですね [URL],Currently at Niigata Central Sports Park. It's a great artificial turf playground. [URL]
なんだかんだ、 九州乙女たちと盛り上がる夜★ 九州最高だ＼(^o^)／,"Somehow, it's a lively night with Kyushu girls★ Kyushu is the best＼(^o^)／."
今日は、会社で行事、春のお楽しみ会です。ジャンケン大会やお花見ドライブです！桜が満開、きれいだよ〜 ( ´ ▽ ` ),Today is the company's spring celebration event. We will be having a rock-paper-scissors tournament and a cherry blossom viewing drive! The cherry blossoms are in full bloom and they look beautiful~ ( ´ ▽ ` )
クマPさん、いい気分でくつろいでいますね。 我が家はラグを新調。 ふんわり感が気持ちE [URL],"Mr. Kuma P, you look so relaxed and in a good mood. We've recently upgraded our rug at home. The soft, fluffy feeling is so pleasant. [URL]"
性的な単語(笑)が多いので好みが別れると思うが、稲中卓球部などが好きなら間違いなく買うべき。,"Since there are many sexual words (lol), preferences may vary, but if you like sports anime like ""Inazuma Eleven"" or ""Ping Pong Club"", you should definitely buy it."
そこまでじゃないけど結構激しいです RT [USER] 冠水してるんですか？RT [USER] 土砂ぶりなう。 #笠間 [URL],"It's not to that extent, but it's pretty intense. RT [USER] Is there flooding? RT [USER] It's currently pouring down with mud and sand. #Kasama [URL]"
武蔵野線は新三郷駅での人身事故で上下線で運転見合わせ中　#jr,The Musashino Line is currently experiencing suspended service in both directions due to a personal injury incident at Shin-Misato Station. #jr
[USER] 旨そうですね。ボリュームもありそう。お盆休みですか？,"[ASSISTANT] It looks delicious, doesn't it? It also seems to have a good portion. Are you on summer vacation?"
５合目到着！めちゃくちゃ涼しい♪ 【山梨県南都留郡 鳴沢村】 [URL],"Fifth Station Arrival! It's extremely refreshing♪ 【Narusawa Village, Minamitsuru District, Yamanashi Prefecture】 [URL]"
トリックの霊能者バトルロイヤルなう。餃子像がでてる～wwいまちょっと旬だよね★だいぶ先取りしてたんやね [URL],"Trick's psychic battle royale is happening now. The dumpling statue is appearing~ haha, it's quite trendy now ★ Looks like they were ahead of the trend by quite a bit [URL]"
のりかえにゃう！(ΦωΦ) @ モノレール 浜松町駅にタッチ！ [URL],Transfer meow! (ΦωΦ) Touch at Hamamatsucho Station on the monorail! [URL]
[USER] いやでもそれが楽しかったりするんですよ(*´ω｀*)←,"[USER] Well, sometimes it's fun, you know (*´ω｀*)←"
[USER] 一緒じゃないかぁ！髪切るとお出かけしたくなるよね( ´ ▽ ` )ﾉ,"""[USER] Aren't we together?! When you cut your hair, you feel like going out, right? ( ´ ▽ ` )ﾉ"""
湾岸線西行き臨海副都心付近大渋滞中なう。・・・・・・ [URL],Currently experiencing a major traffic jam near the Tokyo Waterfront Secondary City Center on the westbound side of the Bayshore Line. ......... [URL]
エスギンは北上～遠野間個札で確保。 とりあえず遠野～釜石はパック。個札か出たらキャンセルする予定。,"Esugin is secured between Kitakami and Tono with individual tickets. For now, Tono to Kamaishi is a package deal. If individual tickets become available, it is planned to cancel the package deal."
[USER] 今日、ユーストリームで怪盗セブンの稽古の映像が楽しめるようですよ。21時から…。ご存じです？,"[TARGET] Today on Ustream, it seems that you can enjoy video footage of the rehearsal for ""Phantom Thief Seven."" It starts at 21:00... Are you aware?"
本日10:30より、時津の三菱電機長崎工場にて秋祭りを開催します。福引大会あります。TV当たります。仮面ライダーWも来るぞ！ [URL],"Today from 10:30 onwards, we will be holding an autumn festival at the Mitsubishi Electric Nagasaki Works in Togitsu. There will be a raffle with the chance to win a TV. Kamen Rider W will also be making an appearance! [URL]"
[USER] 大阪だよ～＼(^^)／☆ﾐ　ひざは?(^o^)/,[ASSISTANT] It's Osaka! 〜＼(^^)／☆ﾐ How about your knees?  (^o^)/
今日のチャーシュー麺替玉自由紅生姜と高菜も盛り放題（笑）  @ 九州ら〜めん うまかもん [URL],"Today's Chashu Ramen, extra noodles are free. Unlimited servings of pickled red ginger and Takana (vegetable). LOL. @ Kyushu Ramen Umakamon [URL]"
川崎下部の10歳 バルサと契約 [URL] #yjfc_liga_espanola,10-year-old from Kawasaki signs contract with Barcelona [URL] #yjfc_liga_espanola
さっきまであんなにいいお天気だったのに #大粒雨(^^; [URL],"It was such good weather until a moment ago, but now it's pouring rain."
[USER] 5月になったら、1年になるよ(￣▽￣)教習期限切れてダメになってあきらめるパティーん？（笑）怖い怖い。,"[USER] When May comes, it will be one year (￣▽￣) Is it going to expire and become useless, so give up, Patīn? (laughs) Scary, scary."
地方空港の民営化 法案提出へ  #yjfc_local_airport,Submission of bill for privatization of regional airports  #yjfc_local_airport
3時間45分、35kmのLSD。三ツ池公園外周路は未舗装のアップダウンコースで足を鍛えるのに最適。トライアスロンの次はトレイルランに進出するの？RT [USER] ご近所なのに初めての県立三ツ池公園外周路ラン。体験済み内周路より起伏も緑も豊富！,"3 hours and 45 minutes, a 35km LSD. The outer loop of Mitsuike Park is an unpaved up-and-down course, perfect for strengthening your legs. Are you moving on to trail running after triathlons? RT [USER] It's my first time running on the prefectural Mitsuike Park outer loop, even though it's nearby. The elevations and greenery are much richer than the experienced inner loop!"
くぅちゃんのカプリコがあった～～(^^) でらかわいいっっ(*^^*),Kuu-chan had a Caprico~~ (^ ^) It's super cute (*^^*)
nobuakimanのお父さんは『綾部で、お母さんは、光浦靖子で、兄又は姉は、ｱｳﾞﾘﾙﾗｳﾞｨｰﾝで、弟又は妹は、吉高由里子で、ペットはスヌーピー』です。 [URL],Nobuakiman's father is Ayabe. His mother is Yasuko Mitsura. His older brother or sister is Avril Lavigne. His younger brother or sister is Yuriko Yoshitaka. The pet is Snoopy. [URL]
[USER] kankoスタジアムですね。ファジアーノ岡山のホームです（・∀・）,"[USER] It's Kanko Stadium, right? It's the home stadium of Fagiano Okayama. (・∀・)"
店内で飲めるらしい。飲み放題もあるんだな。 (@ からあげ縁 西小山店) [URL],It seems like you can drink inside the store. They also have all-you-can-drink options. (@ Karaage Enishi Nishi Koyama Store) [URL]
モイ！iPhoneからツイキャスで配信中 - 祇園祭なう (中京区/京都府,"Moi! Currently streaming on TwitCasting from iPhone - Gion Festival now (Nakakyo Ward, Kyoto Prefecture)."
Readying myself for a nice trip!! (@ 成田国際空港 (Narita International Airport (NRT)) w/ 11 others) [URL],Readying myself for a nice trip!! (@ Narita International Airport (NRT) with 11 others) [URL]
ウィンドウショッピング (@ 佐野プレミアム・アウトレット w/ 6 others) [pic]: [URL],Window shopping (@ Sano Premium Outlet w/ 6 others) [pic]: [URL]
アニサマキタ━(゜∀゜)━! (@ さいたま新都心駅 (Saitama-Shintoshin Sta.) w/ [USER] [URL],Anisama is coming━(゜∀゜)━! (@ Saitama-Shintoshin Station with [USER] [URL])
沖縄産業祭り会場へ凄い人(*^^*)沖縄県民はイベント好きだよ♪ [URL],Amazing crowd at the Okinawa Industry Festival venue (*^^*) Okinawa residents love events♪ [URL]
[USER] You are as beautiful as always :),[USER] You are as beautiful as always :)
ビートギャザー プレイリザルト 春は来ねども花咲かず - 豊竹山城少掾、鶴澤友次郎 スコア006124(自己ベスト更新) 難易度HARD RankA  #beatgather [URL],"Beatgather Play Result - Haru wa konedomo hana sakazu - Toyotake Yamashiro Shojō, Tsurusawa Tomojiro Score 006124 (Personal best updated) Difficulty HARD Rank A  #beatgather [URL]"
八幡様  @ 鶴岡八幡宮 (Tsurugaoka Hachimangu Shrine) [URL],Hachiman-sama @ Tsurugaoka Hachimangu Shrine (URL)
讃岐うどん（きつね）ムスコ1号2号とフットサル大会の合間の昼食なう。 (@ 甚八) [URL],Kagawa udon (kitsune) for lunch in between Musuko 1 and 2 and the futsal tournament. (@ Jinhachi) [URL]
ニコマルシェは六本松のアンテンヌというカフェと雑貨屋さんであってるよ。可愛い小物たくさんだよ！,"Nicomarche is a cafe and miscellaneous goods store called ""Antenne"" in Ropponmatsu. They have lots of cute accessories!"
申し訳なそうにですか。笑RT [USER] [USER] 今日行った四谷では申し訳なさそうに鳴いてました～,"Are you apologizing? LOL RT [USER] [USER] In Yotsuya today, they seemed to be crying apologetically~"
報道ステーションをみていたら、息子がインタビュー受けてた！(◎_◎;),"While watching the news station, my son was being interviewed! (◎_◎;)"
Tokyo Sky Tree  @ 東京スカイツリー インフォプラザ (Tokyo Sky Tree Info Plaza) [URL],Tokyo Sky Tree Info Plaza
入園式終了。 (@ 多摩みどり幼稚園) [pic]: [URL],End of entrance ceremony. (@ Tama Midori Kindergarten) [pic]: [URL]
ストパン待機 (@ 角川シネマ新宿 w/ 4 others) [URL],StoPani Waiting (@ Kadokawa Cinema Shinjuku w/ 4 others) [URL]
東京で「二番目に美味しい」すみたでかしわおろしぶっかけうどん。移転後の新店舗は初めて。味は変わらず美味しくて良かった！それにしてもAndroidは相変わらずクズ-_-#,"""Second most delicious"" Sumita-style chicken and grated daikon udon in Tokyo. It was my first time visiting their new location after the relocation. The taste remained unchanged and delicious, which was great! By the way, Android continues to be a piece of junk as usual -_-#"
梅雨キャンプミーティング 6月9日 10日 長瀞オートキャンプ場 [URL],Rainy season camping meeting June 9th and 10th Nagatoro Auto Campsite [URL]
そしてなんとなんと！今年はマレーシアチームが全16チームを代表して選手宣誓をしました [URL] ([USER],"And, guess what! This year, the Malaysian team represented all 16 teams and made the player's pledge. [URL] ([USER])"
素敵な同僚がフランス支社に栄転  おめでとう～ありがとう～ @ トラットリア　ロアジにタッチ！ [URL],Congratulations to my wonderful colleague on their promotion to the French branch! Thank you so much! Please touch base at Trattoria Loazi. [URL]
中学生と高校生専用の中学生以上の児童館っていうのが池袋サンシャインの近くにあるらしいです笑中学生以上って児童ぢゃありませんよね…お金のない学生に無料で貸し出してライブとかやれるらしいです(=´∀｀)人(´∀｀=),"It seems that there is a facility near Ikebukuro Sunshine called ""Children's Hall for Junior High and High School Students"" that is exclusively for junior high and high school students. It's funny because junior high students and high school students are not considered children anymore, right? Apparently, they lend it out for free to students who don't have much money, so they can hold live performances and such. (=´∀｀)人(´∀｀=)"
[USER] ショボい商店街のおねぇちゃんが鬼きゃわいい美容院っす(｡-_-｡)笑,[GPT-3] The older sister from the shabby shopping district is an extremely cute beauty salon. (｡-_-｡)笑
今日も無事に(^。^)y-~終わりました。 彼は今日もやってくれまし(-_-;)(怒),Today also finished safely (^。^)y-~. He did it again today (－_-)(angry).
西村結が生まれてきた理由は、みんなの笑顔を見るためです。 [URL],The reason for Yui Nishimura's birth is to see everyone's smiles. [URL]
