sentences,translated
渋谷、原宿を攻めて買い物に来たけど、なかなかこれきゃわうぃーねっ！ってものに出会えない＼(^o^)／,"I came to Shibuya and Harajuku for shopping, but I can't seem to find anything that makes me go, ""Wow, that's cute!"" ＼(^o^)／"
"XMDF、PDF、ePub、.bookかな。青空は読めるよ。""[USER] SonyReaderって、いろんなフォーマットに対応してる？どれで何が読めるか良く判んないだよね RT [USER] 今年70になる父 どんな感想を持つか興味深い""","XMDF, PDF, ePub, and .book, huh? You can read Aozora. ""Hey [USER], does the Sony Reader support various formats? I'm not sure what can be read on which one. RT [USER] It's interesting to see what impressions my father, who will be 70 this year, will have."""
注文した間に餃子の皮買いに廣記商行に。ウェイパーのお店だn…ってきゃぁぁっぁぁぁ [URL],"While I placed an order, I went to Hiroki Shogyo to buy gyoza wrappers. It's a Weipa shop... Oops! Ahhhhhh [URL]"
帰ったらケンプファー弄るか…まだカラーリング変えるだけ、と思ってたけど考えれば考えるほど改造したくなってくる,"When I get home, I'll tinker with my Kenpfer... I thought I would just change the color, but the more I think about it, the more I want to modify it."
[USER] 一年生が一年生だよーって言ってたからそうなんだと思ってたけど？,"[USER]Because the first-year students were saying that they are first-year students, I thought that was the case."
結局、ラーメン食べたけど、お腹いっぱいすぎて立てない。。。長居しちゃってるわー。海老名なう。,"In the end, I ate ramen, but I'm so full that I can't stand up... I've been lingering here for a while. Currently in Ebina."
アンガールズの田中似の奴からクレームくらった(−_−＃)キモイ顔で怒鳴られても申し訳なさもないわΣ（ﾟдﾟlll）,"I received a complaint from a guy who looks like an Angaaruzu member (-_-#) Even though he yelled at me with a disgusting face, I don't feel sorry at all Σ(ﾟдﾟlll)"
日野まで動くらしい。四十分待ったけど、まあマシな方かな。日野から歩くか悩むな。,"It seems that it moves to Hino. I waited for about forty minutes, but it's not too bad. I'm wondering whether to walk from Hino or not."
予想外に疲れが…、今日悪酔いしたらすいません。日がのぼってくるよ、おい [URL],"I unexpectedly feel tired... I'm sorry if I got really drunk today. The sun is rising, hey. [URL]"
ああ、今日は琵琶湖の花火大会☆行きたかったぁ(*_*)休みにしてたのになぁ(>_<)来年はしっかり行きます！,"Ah, today was the Biwako Fireworks Festival ☆ I really wanted to go(*_*) I even had the day off (>_<) I'll definitely go next year!"
[USER] [USER] あっ、ボス！今でも近寄るのガクブルでやんす(゜ロ゜))誰に？,"[USER] [USER]: Oh, boss! I'm still trembling just to approach (゜ロ゜)) Who is it?"
昼休みプチツーリングで木場潟。暖かくなってきた。 もうすぐ春ですね。石川県小松市今江町に４１,"During lunch break, I went on a short tour to Kiba-gata. It's getting warmer. Spring is coming soon. It's in Imajimachi, Komatsu City, Ishikawa Prefecture."
[USER] そんな方がいらっしゃったことを誇りに思いますし、忘れないで生きていきたいと思います。,"[ASSISTANT] I am proud that such a person exists, and I want to live without forgetting."
[USER] ＣＳＫＡ本田「リハビリ頑張ってます」 [URL] 頑張れ！！,"[CSKA Honda:] ""I'm working hard on my rehabilitation."" [URL] Hang in there!"
来週、我が家で研修した大学生二人が、アメリカファームステイに出発します。２ヶ間渡米して、ワシントン州の日系有機農家さんで無給で働かせて頂きます。二人の為に多くの皆さんにお世話になっています。アメリカの農場で働くって事は特別な事です。どんな事にも感謝して、頑張って来て欲しいです！,"Next week, two university students who received training at my house will depart for an American Farm Stay. They will spend two weeks in America working without pay at a Japanese organic farm in Washington State. We are grateful to many people for taking care of them. Working on an American farm is something special. I hope they appreciate everything and do their best!"
今日はいろんな転機を、みてきました(T ^ T)We are risng sun [URL],"Today, I witnessed various turning points (T ^ T) We are the rising sun [URL]"
よしのや食堂のソースカツ丼、いただきまーす！ これ食べるために朝抜いたし、東山温泉まで1時間くらい歩いたww [URL],"I'll have the Sauce Katsudon from Yoshinoya restaurant! I skipped breakfast just to eat this, and I walked for about an hour to get to the Higashiyama Onsen (hot springs) lol [URL]"
承前）この『婆娑羅』を訪ってあらためて気づいたが、やっぱ所謂居酒屋や“センベロ”ブームっつってもTPOってあるな。例えばいきなり秋津『野島』や国道『国道下』に免疫の無いご婦人を連れてっても云々ってハナシだろう。ま、大事なのは視点と身体体験と、愛の交歓（笑）かな。,"Continuation) Visiting this ""Basara"" again, I realized that there's definitely a sense of appropriateness when it comes to izakayas and the ""Senbero"" boom, as they say. For example, it would be inappropriate to suddenly take a woman who isn't immune to it to places like Akitsu's ""Nojima"" or ""Kokudōshita"" on the national highway. Well, what matters is the perspective, personal experience, and the exchange of love (laughs), I suppose."
東京マラソン前で人の足元見てるホテルに予約してしまいました。ビジホなのに今日だけクソ高い。 @ JR両国駅にタッチ！ [URL],"I unintentionally booked a hotel that charges a ridiculously high price, despite it being a budget hotel, for the Tokyo Marathon. I should have paid more attention. Touchdown at JR Ryogoku Station! [URL]"
寝過ごして、気付いたら(← (@ JR 長野新幹線 軽井沢駅) [URL],"Overslept and when I realized it, I was at Karuizawa Station on the JR Nagano Shinkansen line. [URL]"
[USER] 他になに習おうかなーどのジャンル強化してほしい??やっぱOld school極める??笑,[USER] What else should I learn? Which genre should I enhance? Should I master Old School after all? Haha.
今回、カメラをなくすというアクシデントもありましたが、ツイ用に携帯でも少し撮ってあったので30枚くらいは、写真が残ってました。よかった～(￣▽￣;),"This time, there was also an incident of losing the camera, but fortunately I had taken a few photos with my phone for Twitter, so about 30 pictures were still left. Phew~ (￣▽￣;)"
今日の撮影は、悪天候のため明日に延期となりました。若大将に雨は似合わない！晴れますように！ [URL],Today's shoot has been postponed to tomorrow due to bad weather. Rain doesn't suit the young general! I hope it clears up! [URL]
本日の芝刈り終了、帰宅なぅ。超〜日焼け。スコアーは・・・、暑さで集中力途切れ、46   61 ダメだこりゃ。 (@ 海ホタル) [pic]: [URL],"Finished mowing the lawn today, heading home now. Super sunburned. As for the score... I lost concentration due to the heat, 46-61. This is no good. (@ Umi Hotel) [pic]: [URL]"
神戸電子声優タレント学科卒業生の里道です。(イヤラシw)インターネットラジオステーション「響」の番組、『兼田恵のビギナーズラジオ』という番組に出演させて頂きました。更新日は7月18日でーす。是非是非聞いてください。hibiki-radio.jp/description/kb,"I am Satomichi, a graduate of the Kobe Electronic Voice Actor Talent Department. (Naughty w) I had the opportunity to appear on a program called ""Beginner's Radio"" hosted by Kanda Kei on the internet radio station ""Hibiki"". The episode was released on July 18th. Please give it a listen at hibiki-radio.jp/description/kb."
[USER] おはよー(*´ω｀*)今からイオン与野行くからね( ´ ▽ ` )ﾉ,"[ASSISTANT] Good morning! I'm going to Ion Yono from now on, okay? (´ ▽ `)ﾉ"
今日の給食・カレーライス、カリフラワーノーのサラダ・・・カリフラワーのサラダってなんじゃい(゜皿゜；；主がカリフラワーのサラダとか絶対食べたくねぇ…( ノД`),Today's school lunch is curry rice and cauliflower salad... What in the world is cauliflower salad? (๑•́ ₃ •̀๑) I absolutely don't want to eat cauliflower salad...(ノД`)
フクシマ日記さん、しばらく読んでませんでしたが、いつも強い気持ちで、現実を 直視されています [URL],"Fukushima Diary, I haven't been reading for a while, but you always face reality with a strong mindset [URL]."
[USER] すいません。ついさっきアベさんから忘年会のこと聞きました。盛り上がりましたか？藤木直人って好感度高いんでしょうか？似てないけどw まぁ清水圭の方が言われますがww,"[USER] Excuse me. I just heard from Mr. Abe about the year-end party. Did it go well? Is Naoto Fujiki likable? They don't look similar though haha well, people say it's Kei Shimizu haha"
ここの救急佐々木さん呼び出しおおすぎ！俺を含めて三人も佐々木さんおるぞ！佐々木祭りか⁈,"Emergency! Sasaki-san, please come over here! There are three Sasaki-sans, including me! Is it the Sasaki Festival?!"
[USER] フォローすみません！ 初心者ですがよろしくお願いします！,"[Assistant] I'm sorry for following you! I'm a beginner, but nice to meet you!"
あまり彼女と連絡のキャッチボールは出来てないけど、好きって気持ちにブレは無い。,"I haven't been in constant contact with her, but my feelings of love haven't wavered."
[USER] 僕は国立受けたから、試験は終わったお(*´д｀)   はーい れりーって呼んじゃう(・ω・),"[ASSISTANT] I took the national exam, so the exam is over, yay (*´д｀) Alright, I'll call you Re-rii (・ω・)"
ねぇ！ボクちゃんと世話もする・・・家の手伝いもするからさぁ！！                         照英飼ってもいいでしょ！？,"Hey! I'll take care of you and help with the housework too, you know!! Can't I have a pet too?!"
都立荏原病院でMRI検査なう。3テスラのMRIでの造影検査、初体験 (^_^;),I'm currently undergoing an MRI examination at Tokyo Metropolitan Ebara Hospital. It's my first experience with a contrast-enhanced examination using a 3 Tesla MRI machine. (^_^;)
モテキ！ヤバス！森山未來くんはかっこよすぎやし、長澤まさみは可愛すぎやし、久しぶりにヒットしたあああああ♥♥♥色々かむばらねば。。,"Moteki! Amazing! Mirai Moriyama is too cool, and Masami Nagasawa is too cute! It's been a while since I hit it big! ♥♥♥ I have to work hard on various things."
美容院行ってきました-!すっきりしたところでお腹がすいたので､原宿にある金魚鉢でﾗﾝﾁ!写真は､冷やし豚の梅ｻﾞｰｻｲおろしﾎﾟﾝｽﾞです☆ [URL],"I went to a beauty salon! After feeling refreshed, I got hungry, so I had lunch at Kingyo Bachi in Harajuku! The photo is chilled pork with plum koji sauce and grated ponzu sauce. [URL]"
沖縄は梅雨入りだとか　こっちはやっと桜が見頃になったというのに...,"I heard that Okinawa has entered the rainy season, while here finally the cherry blossoms are in full bloom..."
[USER] [USER] ちょっと予定確認するわ～！ 待ってて！,"[USER] [USER], I'm just going to check my schedule real quick. Wait a moment!"
奈々と奈々Jrに会ってきた:-)ｽﾔｽﾔ寝てたわよ～☆ [URL],I met Nana and Nana Jr. :-) They were sleeping all curled up~☆ [URL]
[USER] おちかれー(^-^)/あたしもちょこちょこ夜は見てた(^^)主人はイモトのが見たかったみたい(^^;;あたしは大野くんとこだけ録画してきたので帰ってから見るのが楽しみです～(#^.^#),"[USER] I'm tired~ (^-^)/ I also sporadically watched the evening show (^^) It seems like my husband wanted to watch Imoto's segment (^^;; I only recorded Ohno-kun's part, so I'm looking forward to watching it after I go home~ (#^.^#)"
[USER] お昼ー。そしてコンビニきてます！何を食べようかなぁ（＾∇＾）,[LAI] It's lunchtime! And I'm at the convenience store! I wonder what I should eat? (＾∇＾)
ただいま大学に戻った。1時間30分で帰ったから順調。ｖ（＾＿＾ｖ）♪,I just returned to the university. It went smoothly since it only took me 1 hour and 30 minutes to get back. v(^_^v)♪
神戸なう  自分のゴミ加減に圧倒されて劇落ち込みなので一人でお好み焼き焼きに行くわ,"""I'm in Kobe now. I'm overwhelmed by my own incompetence and feeling extremely down, so I'm going to make Okonomiyaki (Japanese savory pancake) by myself."""
訪問診療なう。ｲﾏｺｺ L:静岡県浜松市南区新橋町４１０－１０,"Currently on a home visit consultation. I'm here at Shimbashi-cho 410-10, Minami-ku, Hamamatsu City, Shizuoka Prefecture."
あ～GW短いわ。明日から、また、遠い学校まで、通うのか。めんどくさっ。楽しいけど。行くまでがだるい。,"Ah, the Golden Week is so short. Starting from tomorrow, I have to commute to a faraway school again. It's bothersome, but also enjoyable. The journey there is just tiring."
店長は気を遣ってハモ大盛にしてくれたが、僕的には下にあるサラダか味噌汁の大盛だと嬉しい  @ 渋三 吉成 [URL],"The store manager was considerate and upgraded my portion to a large serving of hamo (daggertooth pike conger), but personally, I would be happier with a large serving of salad or miso soup on the side. @ Shibumi Yoshinari [URL]"
花粉で眼がやられた…。メガネはかけなれてないからしんどいし…。花粉対策のコンタクトレンズがあればいいのに(ﾟДﾟ),My eyes are suffering from pollen... It's tough because I'm not used to wearing glasses... I wish there were contact lenses for pollen protection (ﾟДﾟ)
昨夜はワインとタパだけだったので、ガッツリと石焼きビビンパ大盛(^q^) [URL],"Last night, I had only wine and tapas, so I went all out and had a large serving of stone pot bibimbap (^q^) [URL]"
双子座流星群みれて感動☆*:.｡. o(≧▽≦)o .｡.:*☆,I was moved by seeing the Gemini meteor shower ☆*:.｡. o(≧▽≦)o .｡.:*☆
美容院だん。大分切ったぞ。頭がかるくなりました(￣ー￣)今朝、自分の髪が巻き付いてて暑くて目が覚めた。。。限界を感じました。 (@ 西武百貨店 渋谷店) [URL],"Beauty salon. I got a significant haircut. My head feels lighter now (￣ー￣) This morning, my hair was tangled up, making me hot and wake up. I felt like it was too much. (@ Seibu Department Store Shibuya Branch) [URL]"
サヤさんと喋ったぜ   まぁうそだけどな  ツイートした理由は聞かないで,"I talked to Saya, but well, it's a lie. Don't ask me why I tweeted."
[USER] まだ決めてないんやけど、 明日盛岡に行って帰ります( *｀ω´) ！,"[USER] I haven't decided yet, but I'm going to Morioka tomorrow and coming back (*｀ω´) !"
[USER] シンガポールの写真でおーちゃん発見して癒されたでーﾎｶﾎｶ,[ASSISTANT] I found and was healed by seeing a photo of O-chan in Singapore. So heartwarming!
アプリで見ると卵でも ネットから見ると写真に更新されてる。 おかしいな〜,"When I look in the app, even eggs are updated with photos when I browse the internet. Strange..."
おいしかった！食べれないと思っていたのにやっぱり食べちゃうよね～♬明日、旅行最終日！あっというまだね(>｡<),"It was delicious! Even though I thought I couldn't eat it, I ended up eating it after all~ ♬ Tomorrow is the last day of the trip! Time really flies (>｡<)"
ポイビなう(^-^)/  しいたけの肉詰めかと思って来たら、今日はサーモンフライのタルタルソースだった(・・;),"Just checked in at Poi-vi (^-^)/ I thought it was shiitake mushrooms stuffed with meat, but today it's salmon fry with tartar sauce (・・;)"
でも、とりあえず三田。一駅ってこんなに長いんだ。そして、こんなに見たことない風景があったのかと。。,"But for now, Mita. I didn't realize one station could be this long. And wow, I had never seen such a scenery before..."
[USER] 寝てた(；´Д｀)ごめーん･･･もうお金ヤバスなのでしばらく行けない(笑),"Sorry, I was sleeping (；´Д｀) I can't go for a while because I'm really tight on money (lol)"
[USER] 好きなのはハマー1.クライスラー300c.ダッジラムバン.とかかな(^^),"My favorites are the Hummer 1, Chrysler 300c, and Dodge Ram van, I think (^^)"
今夜はオカンとゆっくり外食。この前見つけた甲子園球場の近くにあるお店。 [URL],Tonight I will have a leisurely dinner out with my mom. It's a restaurant located near the Koshien Stadium that I found recently. [URL]
勝手やなぁ。自分がやっている事と同じ事をされたら怒るって、どうなん？  自己中心的やと思うよ。  人にだけ要求しないでよ。,"That's selfish, you know. How can you get angry if someone does the same thing you're doing? It's self-centered, I think. Don't just demand things from others."
なんかほぼまいにちスタバ(･ω･) しあわせだがお金が減る一方である。 あきちゃんがスタバのバニラシフォンにはまる。経験値が2上がった。←,"Almost every day, I go to Starbucks (･ω･). It makes me happy, but my money keeps decreasing. Akichan is hooked on Starbucks' Vanilla Chiffon. Experience points increased by 2.←"
うーん。これから5日ぶりの出社だ。 メール開きたくねえな。 引っ越し先も探さなきゃ(´Д` ),Hmm. It's been 5 days since I last went to the office. I don't feel like opening my emails. I also need to start looking for a new place to move to (´Д` )
[USER] [USER] [USER] [USER] [USER] 逆に空いてる日へこちらが合わせますよ,"""I'll adjust my availability to match the days when [USER] [USER] [USER] [USER] [USER] are free, on the contrary."""
[USER] 白井オーナーがいるうちは大丈夫だ。まあ原も代わりが思いつかないから大丈夫と思うが。,"As long as Owner Shirai is present, it will be fine. Well, I think it's okay because I can't think of a replacement for Hara either."
[USER] やりたいことはあるんですけど、就職した先でやることとはまた違ったことなのでなかなか踏み出せません(TT),"[ASSISTANT] I have something I want to do, but it's different from what I will be doing at my future job, so I'm having a hard time taking the first step. (TT)"
これまじか！！！！まさしく俺のためみたいな本だな！！買うしかない！！目次みたけどやばい！これはやばい！オライリーさん流石っす！！「Cooking for Geeks――料理の科学と実践レシピ」 [URL],"Is this for real?! This book seems like it's made for me! I have to buy it! I glanced at the table of contents and it's amazing! This is incredible! O'Reilly has really done it again with ""Cooking for Geeks - The Science and Practice of Cooking."" [URL]"
24時間マラソンはいつから耐久制になったの？ 休憩のたんびに徳光をクソ芸能人達がゴマすりすりしながら盛り上げてるのを見てたら今の日本そのものだと感じた。次の日になってから、実は…足に不安が…   アホくさ！  結局キレイに終わる様に構成しているのが見え見えだった。くだらない！,"When did the 24-hour marathon become an endurance event? While watching the so-called ""celebrities"" flatter Tokumitsu every time they took a break, I felt like it represented the current state of Japan. The next day, I actually... started to feel uncertain about my legs... How absurd! It was obvious that they were meticulously arranging it to end nicely. How pointless!"
元気もらった。なんか、田舎の子すごーく素直でしっかりしてて、自分の子供もこんなふうになってほしいと思った！ずーっと一緒に散歩して、これから前森！ [URL],"I feel energized. Somehow, the child from the countryside is incredibly honest and responsible, and I thought that I wanted my own child to be like that too! We walked together for a long time, and now we're heading to the forest ahead! [URL]"
仕事のこと考えると、やりたいことは多いのに、実現できなくて悔しい!! そして今眠れません,"When I think about work, I have so many things I want to do, but it's frustrating that I can't make them happen!! And now I can't sleep."
今日は天気ええなあ。快晴すぎる。◯◯びより。今から新横浜に行ってきます,Today's weather is really nice. It's clear skies. It's beautiful. I'm heading to Shin-Yokohama now.
[USER] 夢が叶いますように☆億万長者！！窓口はあえて本山番号にしました！！,"[ASSISTANT] ""May your dreams come true ☆ Billionaire!! I deliberately chose the Honzan number as the contact point!"""
[USER] ありがとうございます。これからもよろしくお願い致します。,[USER] Thank you very much. I look forward to working with you in the future.
初めてナマのコーイケルホンディエ♀を見た。飼い主さんの許可をいただき、撫でさせてもらった。可愛いすぎる…が、抜毛がすごかった。U・x・U,"I saw a live female Corgi for the first time. With the owner's permission, I was able to pet her. She was too cute... but she was shedding a lot. U・x・U"
[USER] 今日祝日やからまだ確定じゃないけど、24の夜行便で行こうかなと…,"[Assistant] Since today is a public holiday, it's not confirmed yet, but I'm thinking of taking the overnight flight on the 24th..."
ポテリッチ奈々ファイルまだあるぜwww #mizukinana (@ ローソン 滝川空知町店)  [URL],"I still have some Potericci Nana files, lol. #mizukinana (@ Lawson Takikawa Sorachi-cho Store)  [URL]"
麺創研かなで紅の紅ブラック食べたけどスープの濃さ間違えた喜多方ラーメンのような味だった。高血圧になりそう。しかし嫌いじゃない,"I tried the Kanade-kou no Beni Black noodles from MenSouKen, but the soup's intensity was different. It tasted like Kitakata ramen. It might raise my blood pressure, but I don't dislike it."
えりなとWILD CAFEなうー！ これからご飯食べて六本木で カウントダウン♡♡ [URL],Erina and I are at WILD CAFE now! We are going to have dinner and then countdown in Roppongi♡♡ [URL]
明後日親友の誕生日だ…。どうしようwwww愛の手紙でも書くかなwwwww,"The day after tomorrow is my close friend's birthday... What should I do? Lol, maybe I should write a love letter or something, lol."
結婚は事業ではないとおもいます。ただし、お互いに妥協が必要だとおもいます。夫婦でね。 うちの義母は、嫁は家政婦としかおもっていません。自分もよめだったのにね…,"I think marriage is not a business. However, I believe compromise is necessary for both parties, as a couple. My mother-in-law only sees me as a housekeeper, even though I was also a bride..."
最近、ムショーに辛いカレーを身体が欲します(^｡^) (@ インド料理レストラン RAJ) [URL],"Recently, I really crave spicy curry (^｡^) (@ Indian restaurant RAJ) [URL]"
今日はお昼に、楊嘉源先生から、連絡が入りました。家族で、12月11日の日曜日に、私の店 スナック夢に遊びに来ると。＼(^o^)／勿論、知念かおりさんも、可愛い子供達も来ます。(^_^),"Today, at noon, I received a call from Professor Yang Jiayuan. He said that he and his family will come to my snack bar, ""Snack Yume,"" on Sunday, December 11th. \(^o^)/ Of course, Ms. Kaori Chinen as well as their adorable children will also come. (^_^)"
[USER] 毎回楽しく拝見してます。我が家も今年はイルミネーションは自粛することにしました。家族全員意見で決めました。自宅を建てる時から室外電源を三カ所作って例年は今頃ドハデなイルミネーションで輝くのですが（笑）毎度美味しそうな料理ですね！,"[USER] I enjoy seeing it every time. We also decided to refrain from illuminating our house this year. The decision was made by the entire family. When we built our home, we installed three outdoor power outlets, and usually at this time of year, it shines brightly with elaborate illuminations (laughs). The dishes always look delicious!"
天神向かってるけど、今日の日差しは私の肌を容赦なく刺してくる...,"I'm heading towards Tenjin, but today's sunlight mercilessly pierces my skin..."
銀座中央通りのドコモショップにいます。修理するのに法人契約って厄介。ですが対応してくれたお姉さんが親切で、無事に電話を入院させました！,"I am at the Docomo shop on Ginza Chuo Street. It's troublesome to have a corporate contract for repairs. However, the staff member who assisted me was kind, and they successfully admitted my phone to the hospital!"
[USER] イヤイヤ！こんなピリ痛い思いでいらんしΣ(￣。￣ﾉ)ﾉもっとスイートな一夏の思ひ出きぼー（＾Ｏ＾☆♪イェイ,[USER] No way! I don't need such a tingling pain Σ(￣。￣ﾉ)ﾉ I want sweeter memories of summer (＾Ｏ＾☆♪ Yeah
進撃の巨人、電子書籍でDLして読んでるけど 慣れないとマンガは読みにくい。,I'm reading Attack on Titan on an e-book downloaded and it's difficult to read manga if you're not used to it.
[USER] 神奈川住みの方ですか！私はまだ中学生なんでなかなかLIVEなんかは何回も行けないんですけどゆずを心から愛してます！神奈川に住むことが夢ですね（笑）,"[USER] Are you someone who lives in Kanagawa? I'm still in middle school, so I can't go to concerts like LIVE very often, but I truly love Yuzu! It's a dream to live in Kanagawa, isn't it? (laughs)"
[USER] 絡も絡も(*_*)♪ そういえば、学習院って入学前に登校日があるって聞いたんだけど、詳細知ってるー?私何も知らなくて(´；ω；`);;;;,"[Assistant] Entwined, entwined (*_*)♪ By the way, I heard that Gakushūin has enrollment orientation before entering school. Do you know the details? I don't know anything about it (´；ω；`);;;;"
ただいま！ (@ 大阪国際空港 北ターミナル w/ 2 others) [URL],I'm home! (@ Osaka International Airport North Terminal w/ 2 others) [URL]
今日は大阪でいろんな方とお会いした。やっぱ刺激的。でも結局よく飲んだ。仕上げのポムロルは昨日脇屋さんとこで頂いたサンジュリアンより官能的だった…。,"Today, I met various people in Osaka. It was truly stimulating. But in the end, we ended up drinking a lot. The finishing touch, a Pomerol, was more sensual than the Saint-Julien we had at Wakiya-san's place yesterday..."
いやっふぅwつぶやきまくるか（笑）美奈がいるとはなぁ（＾Ｏ＾）,"Nyaffu~w I'm tweeting a lot (lol). I can't believe Mina is here (＾Ｏ＾)Y%_x0001__x000C__x001D_7_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_/_x000C_/""I "
妹の方が身長が15センチ高いのに体重が一緒と知ったなう( T_T)＼(^-^ ),"I just found out that my younger sister is 15 centimeters taller than me, but we weigh the same. ( T_T)＼(^-^ )"
再度OBOG訪問願いをメールしてしまった。自分の準備不足や訪問時間内でのダメさが申し訳なかった。もう一回チャンスをもらいたい。返信くるかなぁ。。,I accidentally sent another email requesting an OBOG visit. I feel sorry for my lack of preparation and incompetence during the previous visit. I would like to have another chance. I wonder if I will receive a reply...
なりた。うあ〜機内寒くて酔った。長時間フライト、限界やわ。。14時間は非常にしんどい。,"Narita. Ugh, it's so cold on the plane, and I feel nauseous. Long flights are tough.. 14 hours is really exhausting."
[USER] 飲み過ぎたよ。。でも福岡最高飯うまい。バー安い。,[USER] I drank too much... but the food in Fukuoka is the best. The bars are cheap.
痛い…マジ痛い.。o○ 昨日ﾁｬﾘで転んで、右足腫れるし、怪我するし、最悪だorz,"Ouch... It hurts so bad. Yesterday, I fell down on my scooter and my right leg got swollen and injured. It's the worst. Orz."
逗子マリーナ！ここはたまらん(´Д｀)クルーザーオーナーになりたし！ [URL],Zushi Marina! This place is irresistible (´Д｀) I want to become a cruiser owner! [URL]
中央道談合坂SAなう。昼食とるばい。 そばでいいや(^-^)/,I am currently at the Chuoudou Tanpakuza SA. I'm going to have lunch now. I'm fine with having soba. (^-^)/
病院帰りに寄ってみた (@ ぱんだよりノドカ) [pic]: [URL],I stopped by on my way back from the hospital (@ Nodoka from Panda) [pic]: [URL]
上野～八戸間、不眠！ちくしょう…俺は限界に挑戦したいんじゃないんだよ…,"Ueno to Hachinohe, can't sleep a wink! Damn it... It's not that I want to challenge my limits..."
昨日から部屋に戻る度にやたらと隣人と鉢合う。両手にゴミ袋？引っ越しか？さっきゴミ置き場通り過ぎたら、満パンだった。どんだけ溜め込んでたんだ？！(￣^￣),"Every time I return to my room since yesterday, I coincidentally bump into my neighbor. Both hands holding garbage bags? Are they moving out? I just passed by the garbage disposal area and it was overflowing. How much trash have they been hoarding?! (￣^￣)"
[USER] いちじかんはん早く着いてしまう＼(^o^)／今日は忙しいぜ！,[ASSISTANT] I arrived half an hour early ＼(^o^)／I'm busy today!
このあたりが中間地点バラン星かなぁ？宮島SAでカキフライ定食なう。 [URL],"Is this the halfway point, Baran Star? I'm currently at Miyajima SA having a fried oyster set meal. [URL]"
[USER] 独り身の醍醐味ですよ♪でも私は赤ちゃんの方がいい～☆,"[ASSISTANT] Being single is the essence of bliss♪ But for me, having a baby is better~☆"
田中屋がお休みやったんでココに連れてってもらいましたw  @ 玉子焼き たこ磯 [URL],"Since Tanakaya was closed, I was taken here, lol. @ Tamagoyaki Takoiiso [URL]"
[USER] 福岡にいれば、応援行きたかった〜。頑張って下さい。 [URL],"[USER] If I were in Fukuoka, I would have wanted to go cheer you on~. Please do your best. [URL]"
奈良はみぞれがパラッとして寒いです…(´▽｀；)ゞ今日の現地は終了!これから、名古屋に向かいます。もちろん、京都経由で新幹線ですo(^o^)o [URL],"Nara is cold with light sleet... (´▽｀；)ゞ It's the end of today's on-site work! Now, I will head to Nagoya. Of course, I will take the Shinkansen via Kyoto. o(^o^)o [URL]"
白馬大雪渓直下の山小屋にいます。明日の天気が心配です。 [URL],I am at a mountain hut just below the Hakuba Deep Snow Valley. I am worried about tomorrow's weather. [URL]
忘年会の帰りですが、東武伊勢崎線の西新井駅で人身事故発生。乗ってる電車が止まってしまいました。,"I'm on my way home from the year-end party, but there has been a human accident at Nishi-Arai Station on the Tobu Isezaki Line. The train I was on has come to a stop."
明日みたま行くー(*^^*) やば、楽しみや♪ってか浴衣着るか迷うな(;_;),"I'm going to visit Mitama Shrine tomorrow (*^^*) I'm so excited! By the way, I'm not sure if I should wear a yukata or not (;_;)"
[USER] そうそう私も見たよ。星が明るいから都会でも見れる。,"[ASSISTANT] Oh yes, I also saw it. The stars are bright, so you can see them even in the city."
おわったー＼(^o^)／つかれた。着物脱ぎたいのに成人祝もらうために親戚まわらなきゃいけないからまだ脱げないてゆうね（笑） [URL],"I'm doneー＼(^o^)／ I'm tired. I want to take off my kimono, but I have to go around visiting relatives to receive congratulations on becoming an adult, so I can't take it off yet, you know (laughs) [URL]"
[USER] 私今日3k枚出してきました。モンハンは乗らないとホントゴミ台！,"[I] released 3,000 cards today. Monster Hunter is really a garbage console if you don't get on board with it!"
[USER] そうだね。まだ一度もご一緒してなかったね。今度お誘いします。,[Assistant] That's right. We haven't been together yet. I'll invite you next time.
[USER] Happy birthday☆Nicole!!いつも笑顔のニコニコニコルが大好きだよ！KARAとKAMILIAで たくさん思い出作って 笑っていこうね♪I love you!!(σ^∀^)σぴょんぴょん [URL],[USER] Happy birthday☆Nicole!! I love the always smiling Nicole! Let's create lots of memories and laugh together with KARA and KAMILIA♪ I love you!! (σ^∀^)σ hopping [URL]
10月9日(日)は、南高齢者施設のお祭りに、海老名市社会福祉協議会のボランティアとして参加します。,"On Sunday, October 9th, I will participate as a volunteer for the Ebina City Social Welfare Council in the festival at the Minami Senior Citizens Facility."
今日から一週間の千葉研修に行って参ります(^-^)/  @ JR新大阪駅 [URL],I will be attending a one-week Chiba training session starting from today (^-^)/ @JR Shin-Osaka Station [URL]
ママとリング2見てる！始まって10分すでに怖いっすヽ(；▽；)ノ,I'm watching Mama and The Ring 2! It's already scary just 10 minutes into it!ヽ(；▽；)ノ
ランチなうー♡お初のサルバトーレ！ずっと気になってたから来れてうれしいぃー(((o(*ﾟ▽ﾟ*)o))) [URL],"Lunch now ♡ Salvatore for the first time! I've been curious about it for a long time, so I'm happy I could come (((o(*ﾟ▽ﾟ*)o))) [URL]"
バタバタして朝飯食えなかった。やっと昼メシが食える、冷やしラーメン食べにきた。,"I couldn't eat breakfast because I was busy. Finally, I can eat lunch. I came to have cold ramen."
[USER] これ俺だよぉ！ ただし10年位前だけど… [URL],"[ASSISTANT] This is me! However, it was about 10 years ago... [URL]"
