sentences,translated
川崎下部の10歳 バルサと契約 [URL] #yjfc_liga_espanola,10-year-old from Kawasaki signs contract with Barcelona [URL] #yjfc_liga_espanola
さっきまであんなにいいお天気だったのに #大粒雨(^^; [URL],"It was such good weather until a moment ago, but now it's pouring rain."
[USER] A36.A8リベンジしたいよな。けど撮りに行く暇が無い俺。,[ASSISTANT] I really want to get revenge on A36.A8. But I don't have time to go film it.
[USER] 5月になったら、1年になるよ(￣▽￣)教習期限切れてダメになってあきらめるパティーん？（笑）怖い怖い。,"[USER] When May comes, it will be one year (￣▽￣) Is it going to expire and become useless, so give up, Pat?n? (laughs) Scary, scary."
地方空港の民営化 法案提出へ  #yjfc_local_airport,Submission of bill for privatization of regional airports  #yjfc_local_airport
仕事で都内に行きます。数年ぶりの電車、うまく乗り換え出来るか心配です。,I will go to Tokyo for work. I'm worried if I can transfer smoothly on the train after several years.
トラブルにて徹夜28時間勤務終了。体力はもったけど気力がゼロに近し、職場から家まで電車乗り越さないよう頑張りたい…PS 本日のプランは全てリセットです。関係者各位、申し訳ございません m(._.)m [URL],"Translation: 

Finished working for 28 consecutive hours due to trouble. While I managed to preserve my physical strength, my mental strength is close to zero. I'll do my best not to miss my train from work to home... PS Today's plans are all reset. To all parties involved, I apologize m(._.)m [URL]"
新羅亭でランチ、ここ凄く安くてお得。でも穴場過ぎてお客さん少ないんだよな、やってけるのかな？,"Lunch at Shinraten, it's really cheap and a great deal. However, since it's such a hidden gem, there aren't many customers. I wonder if they can survive?"
3時間45分、35kmのLSD。三ツ池公園外周路は未舗装のアップダウンコースで足を鍛えるのに最適。トライアスロンの次はトレイルランに進出するの？RT [USER] ご近所なのに初めての県立三ツ池公園外周路ラン。体験済み内周路より起伏も緑も豊富！,"3 hours and 45 minutes, a 35km LSD. The outer loop of Mitsuike Park is an unpaved up-and-down course, perfect for strengthening your legs. Are you moving on to trail running after triathlons? RT [USER] It's my first time running on the prefectural Mitsuike Park outer loop, even though it's nearby. The elevations and greenery are much richer than the experienced inner loop!"
[USER] 休みぢゃ[m:242]掃除してますが、休憩ばっかし(爆),[ASSISTANT] I'm taking a break from cleaning (lol)
MT早くついちゃって、久しぶりに朝マック！私はエッグマックマフィン派 (#^.^#),"I arrived early and couldn't resist, so I went to McDonald's for breakfast for the first time in a while! I am a fan of Egg McMuffins. (#^.^#)"
くぅちゃんのカプリコがあった??(^^) でらかわいいっっ(*^^*),Kuu-chan had a Caprico~~ (^ ^) It's super cute (*^^*)
nobuakimanのお父さんは『綾部で、お母さんは、光浦靖子で、兄又は姉は、ｱｳﾞﾘﾙﾗｳﾞｨｰﾝで、弟又は妹は、吉高由里子で、ペットはスヌーピー』です。 [URL],Nobuakiman's father is Ayabe. His mother is Yasuko Mitsura. His older brother or sister is Avril Lavigne. His younger brother or sister is Yuriko Yoshitaka. The pet is Snoopy. [URL]
ダンス・インパクトのあと小憩。メイプルカスタードパイ目当て。カスタード、もう少し増量希望。 (@ マクドナルド 吉祥寺南口店) [URL],"After a dance impact, take a short break. Heading towards Maple Custard Pie. I hope they increase the amount of custard a little more. (@ McDonald's Kichijoji Minamiguchi store) [URL]"
[USER] hideに憧れたのはわかったからやめてほしい(笑) しかも髪切って何か変。ふっ,"I understand that you are yearning for a hide-like style, so please stop (laughs). Moreover, cutting your hair made you look different. Huh."
[USER] kankoスタジアムですね。ファジアーノ岡山のホームです（・∀・）,"[USER] It's Kanko Stadium, right? It's the home stadium of Fagiano Okayama. (・∀・)"
店内で飲めるらしい。飲み放題もあるんだな。 (@ からあげ縁 西小山店) [URL],It seems like you can drink inside the store. They also have all-you-can-drink options. (@ Karaage Enishi Nishi Koyama Store) [URL]
まだ働いている方もいるかと思いますが、久々に風邪をひいて熱も出てきたので、今から寝ます。,"Some of us may still be working, but I have caught a cold and have a fever, so I will go to bed now."
祇園祭は、やはり凄い人だった。とりあえず、最低限の音だけ録ったので、帰ります。やはり、夜9時には、ちまき売りの子どもはいないよな。,"The Gion Festival was indeed crowded. Anyway, I only recorded the minimum amount of sound, so I'm going home. I guess there are no children selling chimaki after 9 pm, right?"
モイ！iPhoneからツイキャスで配信中 - 祇園祭なう (中京区/京都府,"Moi! Currently streaming on TwitCasting from iPhone - Gion Festival now (Nakakyo Ward, Kyoto Prefecture)."
[USER] 私のホームボタンの調子が悪いのだけど、どーやったら直るの？,[ASSISTANT] My home button is not working properly. How can I fix it?
おはようございます ぁーねむいそしてやってしまった しばらく我慢していた二度寝を ついにしてしまった でも 二度寝っていいですねー( ´ ▽ ` )ﾉ とてもきもちよかったよ でも たるんでるなー      友達は今日は 高校一日目だそうです   たいへんだ、、、,"Good morning. I'm so sleepy and I ended up giving in to the temptation of taking a nap after holding back for a while. But you know, taking a nap feels so good (´▽｀)ﾉ It was really comfortable. But I feel a bit slack now. My friend said today is their first day of high school. Tough..."
Readying myself for a nice trip!! (@ 成田国際空港 (Narita International Airport (NRT)) w/ 11 others) [URL],Readying myself for a nice trip!! (@ Narita International Airport (NRT) with 11 others) [URL]
[USER] んがぁどーもずいまぜんでじた いやぁおいらずｯどド田舎でそだｯだもんで そいでもなんどが時代に追いづごうと してるんでずわ どーが大目に見でやｯでくんねぇ,"[ASSISTANT] Hello, nice to meet you. Well, I'm not really used to living in the countryside, so sometimes I struggle to keep up with the times. But that doesn't mean I can't try my best."
ウィンドウショッピング (@ 佐野プレミアム・アウトレット w/ 6 others) [pic]: [URL],Window shopping (@ Sano Premium Outlet w/ 6 others) [pic]: [URL]
今日は誕生日 一人悲しくケーキ食べてます 楽しい一日になることを祈って,Today is my birthday. I am eating cake alone and feeling sad. I pray that it will become a joyful day.
真・おはやう。 バス降りたら寒さでメガシャキーン( `・ω・´),"Good morning. When I got off the bus, I was shivering from the cold ( `・ω・´)"
温度計を洗濯物と一緒にぶら下げたら、40℃いっていた。( ´△｀)天気予報はあてにならないね。,"When I hung the thermometer with the laundry, it reached 40℃. ( ´△｀) The weather forecast is unreliable, isn't it?"
けろけろっぴーと黒猫カフェなう(^○^)wあ、今日のツイートはいそべの名言を書いただけなんで気にしないでくださいw [URL],"Kerokero Pippi and black cat cafe now (^○^)w Oh, please don't mind today's tweet, I just wrote a famous quote from Isobe, so don't worry about it w [URL]"
いろいろな仕事をさせていただいています。感謝します。後は、よい結果が出るようにフルパワーで動きますか。あきらめなければ、まだ間に合う。,"I am grateful for being given various tasks. Now, I will work with full power to achieve good results. If I don't give up, there is still time."
アニサマキタ━(゜∀゜)━! (@ さいたま新都心駅 (Saitama-Shintoshin Sta.) w/ [USER] [URL],Anisama is coming━(゜∀゜)━! (@ Saitama-Shintoshin Station with [USER] [URL])
沖縄産業祭り会場へ凄い人(*^^*)沖縄県民はイベント好きだよ♪ [URL],"To English:

Amazing crowd at the Okinawa Industry Festival venue (*^^*) Okinawa residents love events♪ [URL]"
[USER] You are as beautiful as always :),[USER] You are as beautiful as always :)
ビートギャザー プレイリザルト 春は来ねども花咲かず - 豊竹山城少掾、鶴澤友次郎 スコア006124(自己ベスト更新) 難易度HARD RankA  #beatgather [URL],"Beatgather Play Result - Haru wa konedomo hana sakazu - Toyotake Yamashiro Shoj?, Tsurusawa Tomojiro Score 006124 (Personal best updated) Difficulty HARD Rank A  #beatgather [URL]"
八幡様  @ 鶴岡八幡宮 (Tsurugaoka Hachimangu Shrine) [URL],Hachiman-sama @ Tsurugaoka Hachimangu Shrine (URL)
YGのコンサートの受付に間に合わず、チケット予約出来なくて泣きそう(;o;)悔しくてつらい…。。,"I couldn't make it to YG's concert reception in time, and I couldn't reserve tickets. I'm so frustrated and it's so painful... I feel like crying (;o;)"
ロンハーにて、国生さゆりが今日入籍したんだって(・・;)年の差かな？(笑),"According to ""Ronha"", Kununari Sayuri got married today(・・;) Is there an age gap, I wonder? (laughs)"
讃岐うどん（きつね）ムスコ1号2号とフットサル大会の合間の昼食なう。 (@ 甚八) [URL],Kagawa udon (kitsune) for lunch in between Musuko 1 and 2 and the futsal tournament. (@ Jinhachi) [URL]
着いたーJPN！ で、案の定二日酔いで機内爆睡（ ;  ; ）,"I arrived in Japan! As expected, I slept like a log on the plane due to a hangover. (; ;)"
予防接種してくる…注射する人イケメンだって思い込むわ＼(^o^)／,I'm going to get vaccinated... I'm convinced that the person giving the injection is handsome ＼(^o^)／
[USER] 胸の動悸はお医者さんへ(笑) おやすみ?(*^^*),"[ASSISTANT] ""I will go see a doctor for my palpitations, lol. Good night~ (*^^*)"""
仕事終わらんかった。 (@ 鹿島田駅 (Kashimada Sta.)) [URL],I couldn't finish work. (@ Kashimada Station) [URL]
ニコマルシェは六本松のアンテンヌというカフェと雑貨屋さんであってるよ。可愛い小物たくさんだよ！,"Nicomarche is a cafe and miscellaneous goods store called ""Antenne"" in Ropponmatsu. They have lots of cute accessories!"
地獄の週末が始まる。早く寝なきゃ！明日は涼しく！明後日は暑いと良いな〜,The weekend from hell is starting. I need to go to bed early! I hope it's cool tomorrow! And I hope it's hot the day after tomorrow~
申し訳なそうにですか。笑RT [USER] [USER] 今日行った四谷では申し訳なさそうに鳴いてました?,"Are you apologizing? LOL RT [USER] [USER] In Yotsuya today, they seemed to be crying apologetically~"
山手線にて。前に立ってる割と可愛いっぽい女の子の待ち受け画面が「人生はタイミング!!」…頑張ろww,"At the Yamanote Line. There is a fairly cute girl standing in front of me with a screensaver that says ""Life is all about timing!!"" ... Let’s do our best, haha!"
坂めちゃダッシュしたー！つかれた！走ってるとなにも考えなくてすむ！きもちー！,"I ran uphill like crazy! I'm tired! When I'm running, I don't have to think about anything else! It feels great!"
本日の営業終了！雨なのに〜雨なのに〜ご来店していただいた皆様ありがとうございます！ チャリで帰宅します（笑）,"Today's closing time! Even though it's raining, even though it's raining, thank you to everyone who came to the store! I'll be heading home on my bicycle (laughs)."
報道ステーションをみていたら、息子がインタビュー受けてた！(◎_◎;),"While watching the news station, my son was being interviewed! (◎_◎;)"
梅ちゃん先生だっけ？新しい朝ドラ、ぜんぜん面白く無い…ツマラン。全く持って響いてこねぇんだわ。,Is it Ms. Me-chan? The new morning drama is not interesting at all... boring. It doesn't resonate with me at all.
明日は金沢へ 越後湯沢経由で行ってきまーす。 雪降らないといいけどね〜,"I will be heading to Kanazawa tomorrow, passing through Echigo-Yuzawa. Hopefully, it won't snow."
（隣の建物に）引っ越すにあたりWimaxを契約しました。屋内に弱いと噂には聞いていたけど、WiMaxルータを出窓にピッタリ置いても3Mbpsしか出ない。,"(Regarding the neighboring building) I signed up for a Wimax contract when I moved. I had heard rumors that it had weak indoor coverage, but even when I placed the WiMax router right by the window, I am only getting a speed of 3Mbps."
名古屋ついたなう！凄まじい暴風雨の中運転してくれたまさともに感謝！,I just arrived in Nagoya! I'm grateful to Masatomo for driving me through the fierce storm!
Tokyo Sky Tree  @ 東京スカイツリー インフォプラザ (Tokyo Sky Tree Info Plaza) [URL],Tokyo Sky Tree Info Plaza
入園式終了。 (@ 多摩みどり幼稚園) [pic]: [URL],End of entrance ceremony. (@ Tama Midori Kindergarten) [pic]: [URL]
雨の清水寺もなかなか味のある風景です。韓国人観光客に外国人に間違われかけました… [URL],Kiyomizu Temple in the rain is a picturesque scene with a unique charm. I was mistaken for a foreigner by Korean tourists... [URL]
ストパン待機 (@ 角川シネマ新宿 w/ 4 others) [URL],StoPani Waiting (@ Kadokawa Cinema Shinjuku w/ 4 others) [URL]
[USER] [USER] はろー?レイちゃんと一緒にコスメを発注するんだけど何か一緒に頼むものはあるかな？,"[USER] [USER] Hello ? I am going to place a cosmetics order with Rei-chan, is there anything you would like me to order with you?"
[USER] [USER] [USER] [USER] 皆！ニードフォーやろうず！w  こちらもPS2からプレイしてませんがw,Everyone! Let's play Need for Speed! lol I haven't played it since the PS2 either.
[USER] 俺も発見！昨日だったらニアミスだ。ここまでこの界隈は欧州化しなくてもとも。 [URL],"[Assistant] I also made a discovery! If it had been yesterday, it would have been a near miss. It's not necessary for this area to become so Europeanized. [URL]"
西国分寺で降りたかったのに来た電車に乗ったら通過した. (･_･) (@ JR 国分寺駅 w/ 2 others) [URL],"I wanted to get off at Nishikokubunji Station, but the train I boarded passed it. (･_･) (@ JR Kokubunji Station w/ 2 others) [URL]"
新幹線に乗って初めて「左側に富士山の絶景がご覧いただけます」というアナウンスがあって目が覚めた！こんな時に限って右側の席。,"I woke up upon hearing the announcement for the first time while riding the Shinkansen: ""You can enjoy a spectacular view of Mount Fuji on the left side."" Of course, at a time like this, I was sitting on the right side."
MBA出ないから現実逃避しにきた (@ chano-ma 横浜赤レンガ倉庫) [URL],I came here to escape from reality because I didn't get an MBA. (@ chano-ma Yokohama Red Brick Warehouse) [URL]
毎回の病理の実習で標本を顕微鏡で見てるんだけど、標本の数だけ病気で亡くなった方がいるのかと思うと切なくなる。。。,"Every time I do pathology in practice, I look at the specimens under a microscope. But when I think about how many people have died from diseases, it becomes heartbreaking..."
[USER] まわりはもっと貰ってるように思えてしまうんですよ。参加できなくて残念でしたね。お大事になさってください。,"[AI] It seems like everyone around me is getting more, you know. It's a shame that you couldn't participate. Take care of yourself."
東京で「二番目に美味しい」すみたでかしわおろしぶっかけうどん。移転後の新店舗は初めて。味は変わらず美味しくて良かった！それにしてもAndroidは相変わらずクズ-_-#,"""Second most delicious"" Sumita-style chicken and grated daikon udon in Tokyo. It was my first time visiting their new location after the relocation. The taste remained unchanged and delicious, which was great! By the way, Android continues to be a piece of junk as usual -_-#"
チャリチョコみようと思ったんだ！ひさびさに作業しようと思ったけどやーめた。来週までにコピーしておくればいいや。,"I was thinking of watching a movie and eating some chocolate! I wanted to do some work for a change, but I changed my mind. Just make a copy of it by next week, that should be fine."
[USER] むひひ?結局ね?4の白へ乗り換えました??機種変だけどね…(ｰｰ;),[ASSISTANT] Muhuhi? In the end ? I switched to the white color of iPhone 4 ?? It's a model change though... (ｰｰ;)
自由が丘todaystableで牛ハラミを食べた。肉はパサパサで味付けもひどい。サービスも最悪だった。二度と来ない。 [URL],I had beef Harami at todaystable in Jiyugaoka. The meat was dry and poorly seasoned. The service was also terrible. I will never come back. [URL]
うわわ、ふつうに麦とホップ見てしまった(*´∀`)仲間さんの超えに反応したわたし。,"Wow, I just unintentionally saw wheat and hops (*´∀`) I reacted beyond my comrades."
椅子が貧相な上に混んでいる都営車両の急行から立会川で赤い電車京急の2400系普通に乗り換える。やっぱ椅子がちがう。 [URL],I transfer from a crowded and shabby Toei Express train to a red Keikyu 2400 series local train at Tachiaigawa. The difference in seats is noticeable. [URL]
間もなく名古屋ウィキッド初見！江畑さんかな？聞いたことないから、楽しみだ?,"Soon it's my first time seeing Nagoya Wicked! Is it Mr. Ebata I wonder? I've never heard of them, so I'm looking forward to it!"
梅雨キャンプミーティング 6月9日 10日 長瀞オートキャンプ場 [URL],Rainy season camping meeting June 9th and 10th Nagatoro Auto Campsite [URL]
なに考えてるの？もう好きくなくなったの？三角関係なんわかってる？,What are you thinking? Have you already stopped liking me? Do you understand that this is a love triangle?
そしてなんとなんと！今年はマレーシアチームが全16チームを代表して選手宣誓をしました [URL] ([USER],"And, guess what! This year, the Malaysian team represented all 16 teams and made the player's pledge. [URL] ([USER])"
素敵な同僚がフランス支社に栄転  おめでとう?ありがとう? @ トラットリア　ロアジにタッチ！ [URL],Congratulations to my wonderful colleague on their promotion to the French branch! Thank you so much! Please touch base at Trattoria Loazi. [URL]
中学生と高校生専用の中学生以上の児童館っていうのが池袋サンシャインの近くにあるらしいです笑中学生以上って児童ぢゃありませんよね…お金のない学生に無料で貸し出してライブとかやれるらしいです(=´∀｀)人(´∀｀=),"It seems that there is a facility near Ikebukuro Sunshine called ""Children's Hall for Junior High and High School Students"" that is exclusively for junior high and high school students. It's funny because junior high students and high school students are not considered children anymore, right? Apparently, they lend it out for free to students who don't have much money, so they can hold live performances and such. (=´∀｀)人(´∀｀=)"
[USER] ショボい商店街のおねぇちゃんが鬼きゃわいい美容院っす(｡-_-｡)笑,[GPT-3] The older sister from the shabby shopping district is an extremely cute beauty salon. (｡-_-｡)笑
ただいま！ 今、日本に帰国、昨日から寝ずにミクロネシアモールでお土産買いあさり 朝am2:50Hotel出発で今、関空NOW これからバスに乗って帰ったら16:00 それから、そのまま職場にいって仕事 体力もつかな？DJやダンサーで頑張ってる人ってこんなのしょっちゅうなんろな？,"I'm home! I just returned to Japan and I've been shopping for souvenirs at Micronesia Mall without sleeping since yesterday. I left the hotel at 2:50 am and I'm at Kansai Airport now. Once I take the bus home, I will arrive at 16:00. After that, I'll go straight to work. Can I handle it without getting tired? How do DJs and dancers manage this kind of schedule regularly?"
今日も無事に(^。^)y-~終わりました。 彼は今日もやってくれまし(-_-;)(怒),Today also finished safely (^。^)y-~. He did it again today (?_-)(angry).
[USER] 実は2馬力エンジン付きのゴムボートで、カヤックじゃないんです（笑）。でも、今年はバリバリ真鯛を狙います！,"Actually, it's not a kayak, but a rubber boat with a 2 horsepower engine (laughs). But this year, I'll be aiming for some serious red snapper!"
西村結が生まれてきた理由は、みんなの笑顔を見るためです。 [URL],The reason for Yui Nishimura's birth is to see everyone's smiles. [URL]
いい年なんだからとか、経験長いとか、年上なんだからとかって言われるケド、いい年でも凹むし、落ちこんで誰かに頼りたくもなる。,"Even though people tell me things like ""You're old enough"" or ""You have a lot of experience"" or ""You're older,"" even at my age, I still feel down and sometimes want to rely on someone."
名古屋に向かう新幹線車内なう。初めてN700系の無線LANを利用中（今までは契約していなかった）。,"On the shinkansen train heading to Nagoya now. I'm using the N700 series wireless LAN for the first time (previously, I didn't have a contract for it)."
いや、とてもとても ★山下達郎 中野サンプラザ 2月25日(土) 1階 6列 ２枚連番ペア★ [URL],"No, very very ★ Tatsuro Yamashita Nakano Sun Plaza February 25th (Saturday) 1st floor 6th row 2 consecutive tickets ★ [URL]"
今日も。 (@ ライムライト / LIME LIGHT) [pic]: [URL],Today too. (@ Lime Light) [pic]: [URL]
私はメッセで開演待ち。BUMP幕張DAY2( ´ ▽ ` )ﾉ,I am waiting for the start at Makuhari on Messenger. BUMP Makuhari Day 2 ( ´ ▽ ` )ﾉ
Haneda airport now,Haneda airport now
おはようございます(^-^)/今日も一日チケット探し頑張ろうかな！！諦めないよ?,Good morning (^-^)/ Let's do our best today to find tickets all day long!! I won't give up~
暑い (@ 京都リサーチパーク Kyoto Research Park w/ 15 others) [URL],Hot (at Kyoto Research Park with 15 others) [URL]
Strange situation of my webcam  @ さわだ 武蔵野うどん [URL],Strange situation with my webcam @ Sawada Musashino Udon [URL]
刺身とお寿司を買ってます。 (@ マックスバリュ千早店) [URL],I'm buying sashimi and sushi. (@ Maxvalu Chihaya Store) [URL]
放射能がどうのの前に、この無意味な利権集約大泥棒の詐欺師システムをなんとかしないと、技術立国日本なんてお笑い種ですぜQT #脱原発 [USER],"Before talking about radiation, we need to do something about this meaningless, corrupt system of vested interests that is a breeding ground for fraudulent thieves. Without addressing this, Japan's reputation as a technologically advanced country is nothing but a joke. #NoNuclearPower"
これからMTG！車で新神戸までお出迎え。  @ JR新神戸駅 [URL],About to have a meeting! I will pick you up in the car and meet you at Shin-Kobe Station. @JR Shin-Kobe Station [URL]
差入れのクリスピークリーム Xmas ver.可愛いすぎる( ? ??)? [URL],"Translation: 

The Christmas version of the Krispy Kreme delivery is too cute ( ? ??)? [URL]"
[USER] 今日5時起きだったんですかっ?(>_<)、ソンヨンさん、おめでとうございまさあすっっ♪♪,"[Assistant] Did you wake up at 5 o'clock today?! (>_<) Son Yeong, congratulations♪♪"
[USER] ９連勤って…いやいやいや(笑)さすがのわたしも体もたないわ(笑)それは良かった(笑),"[USER] Working 9 days in a row... No, no, no (laughs). Even I can't handle that physically (laughs). Well, that's a relief (laughs)."
2000円札  @ 首里城 （Shuri Castle） [URL],2000 yen bill @ Shuri Castle [URL]
らむー の特製塩ラーメン。あっさり味で美味しかったです。 [URL] #agLife,Ramu's special salt ramen. It had a light and delicious flavor. [URL] #agLife
[USER] ほぼ同タイミングで起床したね 笑。昨日ほんま楽しかったー！ありがとう！！しかし飲み過ぎて迷惑かけてすみませんでした。。,"[ASSISTANT] We woke up at almost the same time, haha. Yesterday was really fun! Thank you!! However, I'm sorry for causing trouble by drinking too much..."
ちょーうめ〜よ☆w “[USER] んまそーだう。QT [USER] “[USER] やきとり食べたいなー QT [USER] そろそろ やきとり 『健歩”』いくだう♪ #koriyama #郡山” [URL],"Chouume~yo☆w ""[USER], it sounds delicious. QT [USER], ""[USER], I feel like eating yakitori. QT [USER], let's go to 'Kenpo' for yakitori soon♪ #koriyama #郡山"" [URL]"
Miysis キャット カフェ ミーシス 猫カフェにタッチ！ [URL],Miysis Cat Caf? Mysis - Touch the Cat Caf?! [URL]
[USER] 買いに行くのが面倒なおれにとってはありがたいことだな！！w歩くのだリー,[USER] It's a great thing for lazy me who finds going to buy things troublesome!! Walking is so tiring.
[USER] またまた、やったぁぁぁぁぁぁ? ☆*:.｡. o(≧▽≦)o .｡.:*☆,"[Translated] ""I did it again! Yayyyyy~☆*:.｡. o(≧▽≦)o .｡.:*☆"""
[USER] 何か正月おわると急にさみしくなりますがねこの街は。しかし、今日は新星人でにぎおうちょったよー,"[ASSISTANT] After the New Year ends, I suddenly feel lonely in this town full of cats. However, today we're going to have a great time with friends from a new star!"
なんかおる。表情が悲しげ。  @ ヤフードーム（福岡 Yahoo! JAPAN ドーム） [URL],There's something here. The expression looks sad. @ Yahoo Dome (Fukuoka Yahoo! JAPAN Dome) [URL]
これからTOEFL試験( ´ ▽ ` )ﾉ At temple university,"From now on, the TOEFL exam ( ´ ▽ ` )ﾉ at Temple University"
kolorのピーコートが良い… (@ バーニーズニューヨーク 神戸店) [URL],The kolor peacoat is nice... (@ Barneys New York Kobe store) [URL]
今週はNスペにどっぷり浸ろう。何が変わるわけじゃないが、そんな一週間にしたい。,"Let's dive deep into N-Spec this week. It's not like anything will change, but I want to make it that kind of week."
[USER] ﾈﾊﾞｰｴﾝﾃﾞｨﾝｸﾞｽﾄｰﾘｰとか見れば良いのにね*.ﾟ:｡(*｀･∀)b,[USER] It would be nice if you could watch Never-Ending Story or something. (*.ﾟ:｡(*｀･∀)b
松本市に向かって移動中。 / 上里SA(上り線)にイマココ! [URL],On the way to Matsumoto City. Currently at Kamisato SA (on the ascending line)! [URL]
[USER] 残念見つけられず。名刺配布している美女の目撃情報はありましたが。  四位後退か?。,"[USER] Unfortunately, I couldn't find them. There were reports of a beautiful woman distributing business cards though. They said she was in fourth place and retreated."
[USER] えっと。いちおNEWS坦ですから(笑)持ってるよー！もちろん見せます見せますwwまっ、最近のはないけど(笑)2009年くらいまである！,"[USER] Um, well, I'm a fan of NEWS (laughs), so I have it! Of course, I'll show you, I'll show you haha. Well, I don't have the recent ones, though (laughs). I have until around 2009!"
[USER] アクア東中野のおかみさんが、もうスタンプの台紙がないって言ってましたよ。今1番目に行くと悲しいことになります。。以上、業務連絡でした。,"[Assistant] The landlady of Aqua Higashi-Nakano said that they don't have any more stamp booklets. If you go there first, it will be a sad situation. That's all for the business announcement."
5キロはありそうな荷物持って渋谷から1時間半ちょっと歩いたーあ。もうちょいで学校じゃない＼(^o^)／ ひと休み中＊*この公園雰囲気いい好き?,"I walked for about an hour and a half from Shibuya carrying what seemed to be a 5-kilogram package. Ah, I'm almost at school! Just taking a break in this nice park. I love the atmosphere here ?"
[USER] ログを読んでも誰が誰だかわからないだろうから大丈夫か、,"[TRANSLATION] It should be fine because even if you read the logs, you won't be able to tell who is who."
女なめんなよ。いらいら押し入れに収まらず‥。寝よ。おやすみま(?3?)b,Don't underestimate women. I can't stand it when things don't fit in the closet... Go to sleep. Goodnight. (?3?)b
[USER] なんか東海も被害でてるみたいやし、今年は災害おおいね(>_<)お気をつけて〜,"[USER] It seems like the Tokai region is also being affected, there have been many disasters this year (>_<) Please take care~"
みんなにはどんな風に見えてるんだろ。「○○県○○市」とか出て欲しいんだけど。ここどこー。笑,"I wonder how everyone sees it. I want it to say something like ""XX Prefecture, XX City."" Where is this place? Haha."
何か携帯電話落として「ない！」とか言っているが見つかったし。そのまま消えればいいのに,"Translate to English:
Someone dropped their cellphone and said ""I don't have it!"" but it was found. It would be better if they just disappeared."
今友達におーい、おーいって呼ばれた気がしたから探したらいない。しかもその友達は今車屋でお話中…こわ…,"I felt like my friend was calling out to me, so I looked for them, but they weren't there. And on top of that, that friend is currently talking at a car dealership... scary..."
最近メインがFBでツイートもして無いブログも更新出来てない。アヴェンタドール登場以来、お陰様で忙しい毎日。サボリ気味だったブログ更新しなきゃ！,"Lately, I haven't been posting on my main account on Facebook, and I haven't been able to update my blog either. Since the Aventador's debut, thanks to everyone's support, my days have been busy. I need to stop slacking off and update my blog!"
[USER] この前、頂いたシナモンも美味しかったよ！でも紅茶も気になるぅ?***,[USER] The cinnamon I received the other day was delicious! But I'm also curious about the black tea~***
就活用の証明写真撮ったのはいいが、スーツ姿の自分が場違いすぎてやばい,"I took a good job hunting photo, but my suit look is completely out of place and it's really bad."
蛙 #fieldsign [URL] 神奈川県川崎市中原区下沼部１８１０付近にメッセージを置いておきました [URL],"Frog #fieldsign [URL] I left a message near 1810 Shimonumabe, Nakahara-ku, Kawasaki City, Kanagawa Prefecture [URL]."
[USER] そうそう?今韓国で放送中だから毎週新しいのがアップされるのを見てるよー(o^^o),"[Assistant] Yes, yes! I'm watching it every week because it's currently being broadcast in South Korea, and new episodes are being uploaded! (o^^o)"
しゃぶしゃぶの野菜は細切りにすると、さっと煮えて、味がよくからんで、お肉と一緒に食べやすいね。,"When the vegetables for shabu-shabu are thinly sliced, they quickly cook and blend well with the flavors, making it easy to eat them together with the meat."
昨日ぶりに柏原へ帰省(^-^)☆  きのう、やば楽しかった！ ｼﾞﾓﾋﾟーやﾊﾞｲﾄ先輩から刺激受けすぎて、なんかもう、やる気やら元気やらﾊｲﾊﾟｰ上がった(;o;)☆  もう、私を囲む全ての人々ありがとうございます！,"I returned to Kashiwara for the first time in a while (^-^)☆ Yesterday was so much fun! I was really inspired by JIMPI and my senior at my part-time job, and somehow, my motivation and energy skyrocketed (;o;)☆ Thank you to everyone surrounding me!"
[USER] キャメロン、退院したのね。よく頑張りました！そのうち、かっぱ行こうね♪(´ε｀ ),"[CAMERON], you've been discharged from the hospital, right? Well done! Let's go to the river soon and see some kappa ♪(´ε｀ )"
夕やけだんだん。昔と随分変わった商店街。何時の間にか新しいお店が増えた。  @ 谷中銀座商店街 [URL],Y?yake dandan. The shopping street has changed quite a bit since the old days. New shops have somehow multiplied. @ Yanaka Ginza Shopping Street [URL]
いい桜を頂いた・・・ (@ 栃木駅 (Tochigi Sta.)) [URL],I received a beautiful cherry blossom... (@ Tochigi Station) [URL]
某神社の社務所で巫女さんが「京都魔界地図」読んでて吹き出しそうになったなう。[URL],"A shrine maiden at a certain shrine's office is currently reading the ""Kyoto Demon World Map"" and almost burst out laughing. [URL]"
整備主任者定期法令研修会 (@ 神戸運輸監理部兵庫陸運部) [URL],Maintenance Director Regular Legal Training Session (@ Kobe Transport Supervision Department Hyogo Land Transportation Department) [URL]
3月15日(木)扇原＆清武ロンドン五輪決定弾！サッカー男子五輪５大会連続出場。「世界で、五輪で、しっかりとした戦いを」関塚監督がサポーターに誓う。清武は「メダル目指す」★本日レッスン12:30?☆予約＆体験レッスン受付中　?052-251-9321 augustagolf.jp,"March 15th (Thursday) Ogiwara and Kiyotake secure spots for the London Olympics! The men's soccer team has achieved their fifth consecutive participation in the Olympics. Coach Sekizuka vows to supporters, ""We will fight firmly in the world and at the Olympics."" Kiyotake states, ""We aim for a medal."" ★Today's lesson from 12:30 onwards ☆Reservations and trial lessons are currently being accepted. Phone: 052-251-9321 augustagolf.jp"
おはようございます。連休2日目です。今日もネットでアノ作業をします。,"Good morning. It's the second day of the consecutive holidays. Today, I'll be doing that task online again."
